,month,gadm0,pre
7995,2012-04-01,BGR,67.27
7996,2012-05-01,BGR,166.9
7997,2012-06-01,BGR,26.73
7998,2012-07-01,BGR,13.34
7999,2012-08-01,BGR,23.79
8000,2012-09-01,BGR,24.64
8001,2012-10-01,BGR,43.08
8002,2012-11-01,BGR,22.91
8003,2012-12-01,BGR,110.06
8004,2013-01-01,BGR,68.61
8005,2013-02-01,BGR,79.29
8006,2013-03-01,BGR,61.75
8007,2013-04-01,BGR,62.55
8008,2013-05-01,BGR,48.33
8009,2013-06-01,BGR,123.09
8010,2013-07-01,BGR,46.78
8011,2013-08-01,BGR,11.85
8012,2013-09-01,BGR,47.18
8013,2013-10-01,BGR,50.27
8014,2013-11-01,BGR,56.04
8015,2013-12-01,BGR,14.84
8016,2014-01-01,BGR,65.42
8017,2014-02-01,BGR,16.44
8018,2014-03-01,BGR,95.7
8019,2014-04-01,BGR,125.22
8020,2014-05-01,BGR,118.64
8021,2014-06-01,BGR,129.69
8022,2014-07-01,BGR,98.46
8023,2014-08-01,BGR,45.15
8024,2014-09-01,BGR,135.97
8025,2014-10-01,BGR,95.22
8026,2014-11-01,BGR,58.19
8027,2014-12-01,BGR,102.09
8028,2015-01-01,BGR,58.78
8029,2015-02-01,BGR,65.18
8030,2015-03-01,BGR,117.33
8031,2015-04-01,BGR,54.95
8032,2015-05-01,BGR,55.35
8033,2015-06-01,BGR,96.79
8034,2015-07-01,BGR,22.54
8035,2015-08-01,BGR,55.55
8036,2015-09-01,BGR,83.76
8037,2015-10-01,BGR,86.21
8038,2015-11-01,BGR,58.69
8039,2015-12-01,BGR,8.0
8040,2016-01-01,BGR,109.02
8041,2016-02-01,BGR,63.01
8042,2016-03-01,BGR,84.5
8043,2016-04-01,BGR,69.07
8044,2016-05-01,BGR,111.53
8045,2016-06-01,BGR,61.05
8046,2016-07-01,BGR,25.09
8047,2016-08-01,BGR,41.64
8048,2016-09-01,BGR,30.08
8049,2016-10-01,BGR,61.41
8050,2016-11-01,BGR,53.9
8051,2016-12-01,BGR,25.03
8052,2017-01-01,BGR,71.46
8053,2017-02-01,BGR,32.45
8054,2017-03-01,BGR,67.15
8055,2017-04-01,BGR,62.71
8056,2017-05-01,BGR,90.03
8057,2017-06-01,BGR,77.2
8058,2017-07-01,BGR,94.31
8059,2017-08-01,BGR,21.11
8060,2017-09-01,BGR,40.89
8061,2017-10-01,BGR,84.13
8062,2017-11-01,BGR,64.49
8063,2017-12-01,BGR,82.22
8064,1990-01-01,BHR,11.26
8065,1990-02-01,BHR,14.67
8066,1990-03-01,BHR,1.56
8067,1990-04-01,BHR,1.94
8068,1990-05-01,BHR,0.0
8069,1990-06-01,BHR,0.0
8070,1990-07-01,BHR,0.0
8071,1990-08-01,BHR,0.0
8072,1990-09-01,BHR,0.03
8073,1990-10-01,BHR,0.01
8074,1990-11-01,BHR,0.46
8075,1990-12-01,BHR,0.0
8076,1991-01-01,BHR,17.95
8077,1991-02-01,BHR,5.98
8078,1991-03-01,BHR,11.96
8079,1991-04-01,BHR,0.67
8080,1991-05-01,BHR,0.0
8081,1991-06-01,BHR,0.0
8082,1991-07-01,BHR,0.0
8083,1991-08-01,BHR,0.0
8084,1991-09-01,BHR,0.01
8085,1991-10-01,BHR,0.0
8086,1991-11-01,BHR,0.08
8087,1991-12-01,BHR,35.89
8088,1992-01-01,BHR,35.69
8089,1992-02-01,BHR,19.4
8090,1992-03-01,BHR,18.73
8091,1992-04-01,BHR,2.38
8092,1992-05-01,BHR,2.21
8093,1992-06-01,BHR,0.0
8094,1992-07-01,BHR,0.0
8095,1992-08-01,BHR,0.0
8096,1992-09-01,BHR,0.0
8097,1992-10-01,BHR,0.04
8098,1992-11-01,BHR,1.52
8099,1992-12-01,BHR,54.1
8100,1993-01-01,BHR,44.79
8101,1993-02-01,BHR,25.52
8102,1993-03-01,BHR,3.44
8103,1993-04-01,BHR,5.26
8104,1993-05-01,BHR,0.7
8105,1993-06-01,BHR,0.0
8106,1993-07-01,BHR,0.0
8107,1993-08-01,BHR,0.0
8108,1993-09-01,BHR,0.0
8109,1993-10-01,BHR,0.0
8110,1993-11-01,BHR,0.07
8111,1993-12-01,BHR,0.36
8112,1994-01-01,BHR,2.77
8113,1994-02-01,BHR,0.31
8114,1994-03-01,BHR,11.65
8115,1994-04-01,BHR,2.63
8116,1994-05-01,BHR,1.54
8117,1994-06-01,BHR,0.0
8118,1994-07-01,BHR,0.0
8119,1994-08-01,BHR,0.08
8120,1994-09-01,BHR,0.0
8121,1994-10-01,BHR,0.04
8122,1994-11-01,BHR,8.52
8123,1994-12-01,BHR,2.78
8124,1995-01-01,BHR,0.47
8125,1995-02-01,BHR,13.39
8126,1995-03-01,BHR,77.18
8127,1995-04-01,BHR,4.33
8128,1995-05-01,BHR,0.0
8129,1995-06-01,BHR,0.0
8130,1995-07-01,BHR,0.42
8131,1995-08-01,BHR,0.0
8132,1995-09-01,BHR,0.0
8133,1995-10-01,BHR,0.05
8134,1995-11-01,BHR,1.22
8135,1995-12-01,BHR,70.43
8136,1996-01-01,BHR,35.52
8137,1996-02-01,BHR,18.7
8138,1996-03-01,BHR,24.92
8139,1996-04-01,BHR,1.04
8140,1996-05-01,BHR,0.04
8141,1996-06-01,BHR,0.0
8142,1996-07-01,BHR,0.0
8143,1996-08-01,BHR,0.0
8144,1996-09-01,BHR,0.0
8145,1996-10-01,BHR,0.0
8146,1996-11-01,BHR,2.14
8147,1996-12-01,BHR,0.77
8148,1997-01-01,BHR,19.78
8149,1997-02-01,BHR,0.56
8150,1997-03-01,BHR,44.91
8151,1997-04-01,BHR,0.3
8152,1997-05-01,BHR,0.0
8153,1997-06-01,BHR,0.0
8154,1997-07-01,BHR,0.0
8155,1997-08-01,BHR,0.0
8156,1997-09-01,BHR,0.0
8157,1997-10-01,BHR,6.21
8158,1997-11-01,BHR,79.67
8159,1997-12-01,BHR,9.84
8160,1998-01-01,BHR,43.61
8161,1998-02-01,BHR,5.89
8162,1998-03-01,BHR,15.96
8163,1998-04-01,BHR,0.21
8164,1998-05-01,BHR,0.0
8165,1998-06-01,BHR,0.0
8166,1998-07-01,BHR,0.0
8167,1998-08-01,BHR,0.0
8168,1998-09-01,BHR,0.0
8169,1998-10-01,BHR,0.0
8170,1998-11-01,BHR,0.03
8171,1998-12-01,BHR,0.18
8172,1999-01-01,BHR,14.11
8173,1999-02-01,BHR,21.41
8174,1999-03-01,BHR,5.23
8175,1999-04-01,BHR,0.0
8176,1999-05-01,BHR,0.0
8177,1999-06-01,BHR,0.0
8178,1999-07-01,BHR,0.0
8179,1999-08-01,BHR,0.0
8180,1999-09-01,BHR,0.0
8181,1999-10-01,BHR,0.03
8182,1999-11-01,BHR,0.04
8183,1999-12-01,BHR,1.45
8184,2000-01-01,BHR,24.9
8185,2000-02-01,BHR,0.43
8186,2000-03-01,BHR,0.55
8187,2000-04-01,BHR,0.29
8188,2000-05-01,BHR,0.0
8189,2000-06-01,BHR,0.0
8190,2000-07-01,BHR,0.04
8191,2000-08-01,BHR,0.0
8192,2000-09-01,BHR,0.0
8193,2000-10-01,BHR,0.41
8194,2000-11-01,BHR,32.68
8195,2000-12-01,BHR,8.43
8196,2001-01-01,BHR,26.04
8197,2001-02-01,BHR,1.54
8198,2001-03-01,BHR,3.98
8199,2001-04-01,BHR,0.31
8200,2001-05-01,BHR,0.08
8201,2001-06-01,BHR,0.0
8202,2001-07-01,BHR,0.0
8203,2001-08-01,BHR,0.0
8204,2001-09-01,BHR,0.0
8205,2001-10-01,BHR,0.12
8206,2001-11-01,BHR,0.07
8207,2001-12-01,BHR,0.24
8208,2002-01-01,BHR,19.49
8209,2002-02-01,BHR,1.78
8210,2002-03-01,BHR,5.03
8211,2002-04-01,BHR,2.09
8212,2002-05-01,BHR,0.0
8213,2002-06-01,BHR,0.0
8214,2002-07-01,BHR,0.0
8215,2002-08-01,BHR,0.0
8216,2002-09-01,BHR,0.0
8217,2002-10-01,BHR,0.0
8218,2002-11-01,BHR,0.17
8219,2002-12-01,BHR,10.82
8220,2003-01-01,BHR,6.42
8221,2003-02-01,BHR,11.62
8222,2003-03-01,BHR,8.06
8223,2003-04-01,BHR,3.89
8224,2003-05-01,BHR,0.0
8225,2003-06-01,BHR,0.0
8226,2003-07-01,BHR,0.0
8227,2003-08-01,BHR,0.0
8228,2003-09-01,BHR,0.0
8229,2003-10-01,BHR,0.0
8230,2003-11-01,BHR,2.53
8231,2003-12-01,BHR,38.79
8232,2004-01-01,BHR,13.83
8233,2004-02-01,BHR,0.95
8234,2004-03-01,BHR,0.44
8235,2004-04-01,BHR,2.24
8236,2004-05-01,BHR,0.04
8237,2004-06-01,BHR,0.0
8238,2004-07-01,BHR,0.0
8239,2004-08-01,BHR,0.08
8240,2004-09-01,BHR,0.03
8241,2004-10-01,BHR,0.0
8242,2004-11-01,BHR,0.99
8243,2004-12-01,BHR,35.27
8244,2005-01-01,BHR,22.16
8245,2005-02-01,BHR,9.74
8246,2005-03-01,BHR,6.33
8247,2005-04-01,BHR,0.47
8248,2005-05-01,BHR,0.04
8249,2005-06-01,BHR,0.0
8250,2005-07-01,BHR,0.0
8251,2005-08-01,BHR,0.0
8252,2005-09-01,BHR,0.0
8253,2005-10-01,BHR,0.08
8254,2005-11-01,BHR,3.94
8255,2005-12-01,BHR,0.28
8256,2006-01-01,BHR,2.2
8257,2006-02-01,BHR,15.11
8258,2006-03-01,BHR,2.77
8259,2006-04-01,BHR,3.93
8260,2006-05-01,BHR,0.0
8261,2006-06-01,BHR,0.0
8262,2006-07-01,BHR,0.0
8263,2006-08-01,BHR,0.0
8264,2006-09-01,BHR,0.0
8265,2006-10-01,BHR,0.0
8266,2006-11-01,BHR,13.03
8267,2006-12-01,BHR,74.91
8268,2007-01-01,BHR,5.46
8269,2007-02-01,BHR,19.96
8270,2007-03-01,BHR,3.2
8271,2007-04-01,BHR,3.22
8272,2007-05-01,BHR,0.04
8273,2007-06-01,BHR,0.0
8274,2007-07-01,BHR,0.0
8275,2007-08-01,BHR,0.0
8276,2007-09-01,BHR,0.0
8277,2007-10-01,BHR,0.09
8278,2007-11-01,BHR,0.04
8279,2007-12-01,BHR,0.6
8280,2008-01-01,BHR,36.26
8281,2008-02-01,BHR,0.04
8282,2008-03-01,BHR,0.0
8283,2008-04-01,BHR,1.0
8284,2008-05-01,BHR,0.17
8285,2008-06-01,BHR,0.0
8286,2008-07-01,BHR,0.0
8287,2008-08-01,BHR,0.0
8288,2008-09-01,BHR,0.0
8289,2008-10-01,BHR,0.23
8290,2008-11-01,BHR,1.42
8291,2008-12-01,BHR,0.81
8292,2009-01-01,BHR,3.14
8293,2009-02-01,BHR,0.52
8294,2009-03-01,BHR,9.17
8295,2009-04-01,BHR,17.71
8296,2009-05-01,BHR,0.0
8297,2009-06-01,BHR,0.0
8298,2009-07-01,BHR,0.0
8299,2009-08-01,BHR,0.0
8300,2009-09-01,BHR,0.03
8301,2009-10-01,BHR,0.08
8302,2009-11-01,BHR,1.6
8303,2009-12-01,BHR,21.79
8304,2010-01-01,BHR,1.34
8305,2010-02-01,BHR,1.52
8306,2010-03-01,BHR,1.56
8307,2010-04-01,BHR,1.25
8308,2010-05-01,BHR,1.26
8309,2010-06-01,BHR,0.0
8310,2010-07-01,BHR,0.0
8311,2010-08-01,BHR,0.0
8312,2010-09-01,BHR,0.0
8313,2010-10-01,BHR,0.01
8314,2010-11-01,BHR,1.2
8315,2010-12-01,BHR,0.9
8316,2011-01-01,BHR,39.05
8317,2011-02-01,BHR,6.5
8318,2011-03-01,BHR,0.75
8319,2011-04-01,BHR,4.56
8320,2011-05-01,BHR,0.0
8321,2011-06-01,BHR,0.0
8322,2011-07-01,BHR,0.0
8323,2011-08-01,BHR,0.0
8324,2011-09-01,BHR,0.0
8325,2011-10-01,BHR,0.0
8326,2011-11-01,BHR,31.66
8327,2011-12-01,BHR,0.0
8328,2012-01-01,BHR,0.42
8329,2012-02-01,BHR,3.64
8330,2012-03-01,BHR,7.22
8331,2012-04-01,BHR,2.55
8332,2012-05-01,BHR,0.05
8333,2012-06-01,BHR,0.0
8334,2012-07-01,BHR,0.0
8335,2012-08-01,BHR,0.0
8336,2012-09-01,BHR,0.0
8337,2012-10-01,BHR,0.14
8338,2012-11-01,BHR,25.57
8339,2012-12-01,BHR,18.26
8340,2013-01-01,BHR,5.67
8341,2013-02-01,BHR,1.17
8342,2013-03-01,BHR,3.25
8343,2013-04-01,BHR,1.71
8344,2013-05-01,BHR,9.54
8345,2013-06-01,BHR,0.0
8346,2013-07-01,BHR,0.0
8347,2013-08-01,BHR,0.0
8348,2013-09-01,BHR,0.0
8349,2013-10-01,BHR,0.0
8350,2013-11-01,BHR,30.26
8351,2013-12-01,BHR,1.16
8352,2014-01-01,BHR,26.46
8353,2014-02-01,BHR,2.99
8354,2014-03-01,BHR,2.83
8355,2014-04-01,BHR,0.69
8356,2014-05-01,BHR,0.17
8357,2014-06-01,BHR,0.0
8358,2014-07-01,BHR,0.0
8359,2014-08-01,BHR,0.0
8360,2014-09-01,BHR,0.0
8361,2014-10-01,BHR,0.0
8362,2014-11-01,BHR,2.0
8363,2014-12-01,BHR,0.69
8364,2015-01-01,BHR,5.19
8365,2015-02-01,BHR,1.3
8366,2015-03-01,BHR,5.64
8367,2015-04-01,BHR,0.0
8368,2015-05-01,BHR,0.19
8369,2015-06-01,BHR,0.0
8370,2015-07-01,BHR,0.0
8371,2015-08-01,BHR,0.0
8372,2015-09-01,BHR,0.0
8373,2015-10-01,BHR,0.0
8374,2015-11-01,BHR,34.8
8375,2015-12-01,BHR,31.95
8376,2016-01-01,BHR,2.0
8377,2016-02-01,BHR,1.1
8378,2016-03-01,BHR,6.2
8379,2016-04-01,BHR,3.74
8380,2016-05-01,BHR,0.03
8381,2016-06-01,BHR,0.0
8382,2016-07-01,BHR,0.0
8383,2016-08-01,BHR,0.0
8384,2016-09-01,BHR,0.0
8385,2016-10-01,BHR,0.0
8386,2016-11-01,BHR,30.36
8387,2016-12-01,BHR,0.15
8388,2017-01-01,BHR,3.15
8389,2017-02-01,BHR,102.68
8390,2017-03-01,BHR,29.08
8391,2017-04-01,BHR,0.0
8392,2017-05-01,BHR,0.04
8393,2017-06-01,BHR,0.0
8394,2017-07-01,BHR,0.0
8395,2017-08-01,BHR,0.0
8396,2017-09-01,BHR,0.0
8397,2017-10-01,BHR,0.08
8398,2017-11-01,BHR,3.65
8399,2017-12-01,BHR,0.41
8400,1990-01-01,BHS,25.69
8401,1990-02-01,BHS,29.77
8402,1990-03-01,BHS,53.47
8403,1990-04-01,BHS,40.67
8404,1990-05-01,BHS,105.76
8405,1990-06-01,BHS,51.8
8406,1990-07-01,BHS,93.3
8407,1990-08-01,BHS,124.0
8408,1990-09-01,BHS,96.1
8409,1990-10-01,BHS,153.97
8410,1990-11-01,BHS,45.9
8411,1990-12-01,BHS,36.82
8412,1991-01-01,BHS,37.46
8413,1991-02-01,BHS,20.48
8414,1991-03-01,BHS,46.23
8415,1991-04-01,BHS,63.16
8416,1991-05-01,BHS,63.51
8417,1991-06-01,BHS,125.07
8418,1991-07-01,BHS,98.77
8419,1991-08-01,BHS,107.29
8420,1991-09-01,BHS,159.0
8421,1991-10-01,BHS,185.47
8422,1991-11-01,BHS,122.56
8423,1991-12-01,BHS,47.56
8424,1992-01-01,BHS,41.11
8425,1992-02-01,BHS,68.43
8426,1992-03-01,BHS,25.34
8427,1992-04-01,BHS,68.26
8428,1992-05-01,BHS,30.45
8429,1992-06-01,BHS,195.48
8430,1992-07-01,BHS,83.72
8431,1992-08-01,BHS,148.81
8432,1992-09-01,BHS,195.05
8433,1992-10-01,BHS,73.74
8434,1992-11-01,BHS,104.12
8435,1992-12-01,BHS,16.35
8436,1993-01-01,BHS,95.51
8437,1993-02-01,BHS,57.44
8438,1993-03-01,BHS,129.78
8439,1993-04-01,BHS,24.67
8440,1993-05-01,BHS,55.44
8441,1993-06-01,BHS,65.2
8442,1993-07-01,BHS,48.6
8443,1993-08-01,BHS,127.66
8444,1993-09-01,BHS,127.6
8445,1993-10-01,BHS,167.82
8446,1993-11-01,BHS,84.13
8447,1993-12-01,BHS,35.46
8448,1994-01-01,BHS,66.63
8449,1994-02-01,BHS,81.74
8450,1994-03-01,BHS,35.55
8451,1994-04-01,BHS,62.1
8452,1994-05-01,BHS,99.22
8453,1994-06-01,BHS,91.17
8454,1994-07-01,BHS,92.88
8455,1994-08-01,BHS,179.36
8456,1994-09-01,BHS,177.78
8457,1994-10-01,BHS,92.58
8458,1994-11-01,BHS,181.34
8459,1994-12-01,BHS,97.46
8460,1995-01-01,BHS,55.85
8461,1995-02-01,BHS,29.81
8462,1995-03-01,BHS,64.77
8463,1995-04-01,BHS,79.33
8464,1995-05-01,BHS,38.55
8465,1995-06-01,BHS,167.08
8466,1995-07-01,BHS,103.39
8467,1995-08-01,BHS,197.65
8468,1995-09-01,BHS,143.31
8469,1995-10-01,BHS,167.84
8470,1995-11-01,BHS,81.55
8471,1995-12-01,BHS,38.62
8472,1996-01-01,BHS,76.78
8473,1996-02-01,BHS,19.08
8474,1996-03-01,BHS,80.86
8475,1996-04-01,BHS,32.07
8476,1996-05-01,BHS,130.71
8477,1996-06-01,BHS,150.21
8478,1996-07-01,BHS,65.54
8479,1996-08-01,BHS,95.4
8480,1996-09-01,BHS,132.61
8481,1996-10-01,BHS,198.82
8482,1996-11-01,BHS,94.23
8483,1996-12-01,BHS,43.47
8484,1997-01-01,BHS,111.6
8485,1997-02-01,BHS,21.92
8486,1997-03-01,BHS,52.46
8487,1997-04-01,BHS,65.75
8488,1997-05-01,BHS,64.03
8489,1997-06-01,BHS,259.83
8490,1997-07-01,BHS,103.64
8491,1997-08-01,BHS,98.33
8492,1997-09-01,BHS,167.29
8493,1997-10-01,BHS,32.55
8494,1997-11-01,BHS,120.36
8495,1997-12-01,BHS,81.14
8496,1998-01-01,BHS,95.66
8497,1998-02-01,BHS,181.84
8498,1998-03-01,BHS,69.11
8499,1998-04-01,BHS,13.72
8500,1998-05-01,BHS,26.78
8501,1998-06-01,BHS,30.52
8502,1998-07-01,BHS,74.81
8503,1998-08-01,BHS,94.9
8504,1998-09-01,BHS,104.38
8505,1998-10-01,BHS,101.1
8506,1998-11-01,BHS,43.69
8507,1998-12-01,BHS,26.38
8508,1999-01-01,BHS,40.98
8509,1999-02-01,BHS,22.34
8510,1999-03-01,BHS,24.57
8511,1999-04-01,BHS,36.75
8512,1999-05-01,BHS,39.12
8513,1999-06-01,BHS,141.06
8514,1999-07-01,BHS,70.01
8515,1999-08-01,BHS,140.38
8516,1999-09-01,BHS,195.2
8517,1999-10-01,BHS,217.25
8518,1999-11-01,BHS,69.74
8519,1999-12-01,BHS,23.01
8520,2000-01-01,BHS,39.09
8521,2000-02-01,BHS,24.89
8522,2000-03-01,BHS,20.38
8523,2000-04-01,BHS,48.76
8524,2000-05-01,BHS,11.36
8525,2000-06-01,BHS,78.22
8526,2000-07-01,BHS,81.25
8527,2000-08-01,BHS,123.15
8528,2000-09-01,BHS,86.64
8529,2000-10-01,BHS,102.51
8530,2000-11-01,BHS,26.38
8531,2000-12-01,BHS,96.71
8532,2001-01-01,BHS,58.08
8533,2001-02-01,BHS,19.33
8534,2001-03-01,BHS,50.93
8535,2001-04-01,BHS,178.05
8536,2001-05-01,BHS,124.49
8537,2001-06-01,BHS,51.95
8538,2001-07-01,BHS,79.44
8539,2001-08-01,BHS,61.17
8540,2001-09-01,BHS,159.36
8541,2001-10-01,BHS,120.95
8542,2001-11-01,BHS,194.51
8543,2001-12-01,BHS,49.42
8544,2002-01-01,BHS,33.5
8545,2002-02-01,BHS,33.35
8546,2002-03-01,BHS,39.23
8547,2002-04-01,BHS,19.46
8548,2002-05-01,BHS,110.0
8549,2002-06-01,BHS,134.05
8550,2002-07-01,BHS,62.59
8551,2002-08-01,BHS,75.15
8552,2002-09-01,BHS,123.68
8553,2002-10-01,BHS,129.09
8554,2002-11-01,BHS,81.46
8555,2002-12-01,BHS,29.16
8556,2003-01-01,BHS,37.17
8557,2003-02-01,BHS,38.26
8558,2003-03-01,BHS,88.64
8559,2003-04-01,BHS,45.24
8560,2003-05-01,BHS,103.39
8561,2003-06-01,BHS,103.82
8562,2003-07-01,BHS,76.9
8563,2003-08-01,BHS,138.52
8564,2003-09-01,BHS,134.46
8565,2003-10-01,BHS,52.75
8566,2003-11-01,BHS,91.43
8567,2003-12-01,BHS,52.12
8568,2004-01-01,BHS,39.58
8569,2004-02-01,BHS,37.3
8570,2004-03-01,BHS,15.55
8571,2004-04-01,BHS,16.41
8572,2004-05-01,BHS,18.79
8573,2004-06-01,BHS,48.25
8574,2004-07-01,BHS,78.28
8575,2004-08-01,BHS,130.32
8576,2004-09-01,BHS,293.82
8577,2004-10-01,BHS,70.84
8578,2004-11-01,BHS,25.29
8579,2004-12-01,BHS,27.69
8580,2005-01-01,BHS,36.57
8581,2005-02-01,BHS,10.15
8582,2005-03-01,BHS,67.73
8583,2005-04-01,BHS,70.82
8584,2005-05-01,BHS,49.55
8585,2005-06-01,BHS,129.39
8586,2005-07-01,BHS,60.87
8587,2005-08-01,BHS,128.54
8588,2005-09-01,BHS,133.16
8589,2005-10-01,BHS,282.29
8590,2005-11-01,BHS,39.3
8591,2005-12-01,BHS,31.39
8592,2006-01-01,BHS,28.77
8593,2006-02-01,BHS,34.79
8594,2006-03-01,BHS,21.61
8595,2006-04-01,BHS,61.3
8596,2006-05-01,BHS,64.27
8597,2006-06-01,BHS,143.55
8598,2006-07-01,BHS,146.12
8599,2006-08-01,BHS,132.97
8600,2006-09-01,BHS,112.02
8601,2006-10-01,BHS,91.74
8602,2006-11-01,BHS,95.38
8603,2006-12-01,BHS,68.28
8604,2007-01-01,BHS,28.09
8605,2007-02-01,BHS,56.17
8606,2007-03-01,BHS,62.01
8607,2007-04-01,BHS,47.59
8608,2007-05-01,BHS,94.02
8609,2007-06-01,BHS,234.28
8610,2007-07-01,BHS,82.53
8611,2007-08-01,BHS,94.82
8612,2007-09-01,BHS,221.51
8613,2007-10-01,BHS,233.36
8614,2007-11-01,BHS,147.81
8615,2007-12-01,BHS,32.43
8616,2008-01-01,BHS,50.64
8617,2008-02-01,BHS,39.72
8618,2008-03-01,BHS,52.68
8619,2008-04-01,BHS,21.07
8620,2008-05-01,BHS,36.47
8621,2008-06-01,BHS,44.88
8622,2008-07-01,BHS,59.5
8623,2008-08-01,BHS,134.26
8624,2008-09-01,BHS,116.05
8625,2008-10-01,BHS,139.84
8626,2008-11-01,BHS,60.69
8627,2008-12-01,BHS,96.42
8628,2009-01-01,BHS,28.45
8629,2009-02-01,BHS,17.98
8630,2009-03-01,BHS,30.59
8631,2009-04-01,BHS,18.36
8632,2009-05-01,BHS,146.51
8633,2009-06-01,BHS,149.41
8634,2009-07-01,BHS,98.91
8635,2009-08-01,BHS,70.21
8636,2009-09-01,BHS,121.72
8637,2009-10-01,BHS,51.88
8638,2009-11-01,BHS,56.72
8639,2009-12-01,BHS,39.8
8640,2010-01-01,BHS,22.78
8641,2010-02-01,BHS,108.64
8642,2010-03-01,BHS,63.6
8643,2010-04-01,BHS,38.54
8644,2010-05-01,BHS,35.45
8645,2010-06-01,BHS,42.03
8646,2010-07-01,BHS,111.84
8647,2010-08-01,BHS,190.1
8648,2010-09-01,BHS,205.8
8649,2010-10-01,BHS,192.72
8650,2010-11-01,BHS,31.27
8651,2010-12-01,BHS,56.49
8652,2011-01-01,BHS,61.72
8653,2011-02-01,BHS,15.13
8654,2011-03-01,BHS,14.55
8655,2011-04-01,BHS,29.56
8656,2011-05-01,BHS,25.38
8657,2011-06-01,BHS,64.1
8658,2011-07-01,BHS,85.0
8659,2011-08-01,BHS,243.64
8660,2011-09-01,BHS,120.62
8661,2011-10-01,BHS,220.19
8662,2011-11-01,BHS,38.49
8663,2011-12-01,BHS,20.71
8664,2012-01-01,BHS,20.43
8665,2012-02-01,BHS,36.63
8666,2012-03-01,BHS,34.44
8667,2012-04-01,BHS,214.17
8668,2012-05-01,BHS,176.49
8669,2012-06-01,BHS,140.66
8670,2012-07-01,BHS,96.47
8671,2012-08-01,BHS,200.73
8672,2012-09-01,BHS,109.89
8673,2012-10-01,BHS,167.75
8674,2012-11-01,BHS,18.21
8675,2012-12-01,BHS,70.82
8676,2013-01-01,BHS,21.67
8677,2013-02-01,BHS,28.15
8678,2013-03-01,BHS,33.03
8679,2013-04-01,BHS,59.21
8680,2013-05-01,BHS,197.48
8681,2013-06-01,BHS,90.01
8682,2013-07-01,BHS,154.45
8683,2013-08-01,BHS,128.4
8684,2013-09-01,BHS,104.1
8685,2013-10-01,BHS,59.03
8686,2013-11-01,BHS,100.58
8687,2013-12-01,BHS,33.24
8688,2014-01-01,BHS,47.58
8689,2014-02-01,BHS,36.93
8690,2014-03-01,BHS,33.5
8691,2014-04-01,BHS,28.99
8692,2014-05-01,BHS,77.02
8693,2014-06-01,BHS,59.75
8694,2014-07-01,BHS,101.58
8695,2014-08-01,BHS,110.41
8696,2014-09-01,BHS,160.2
8697,2014-10-01,BHS,146.53
8698,2014-11-01,BHS,88.87
8699,2014-12-01,BHS,12.78
8700,2015-01-01,BHS,37.74
8701,2015-02-01,BHS,37.62
8702,2015-03-01,BHS,22.73
8703,2015-04-01,BHS,44.92
8704,2015-05-01,BHS,77.93
8705,2015-06-01,BHS,97.8
8706,2015-07-01,BHS,32.85
8707,2015-08-01,BHS,75.72
8708,2015-09-01,BHS,108.24
8709,2015-10-01,BHS,149.32
8710,2015-11-01,BHS,92.45
8711,2015-12-01,BHS,105.87
8712,2016-01-01,BHS,119.83
8713,2016-02-01,BHS,19.53
8714,2016-03-01,BHS,35.13
8715,2016-04-01,BHS,38.07
8716,2016-05-01,BHS,56.66
8717,2016-06-01,BHS,90.9
8718,2016-07-01,BHS,66.22
8719,2016-08-01,BHS,149.27
8720,2016-09-01,BHS,104.78
8721,2016-10-01,BHS,260.22
8722,2016-11-01,BHS,19.87
8723,2016-12-01,BHS,38.95
8724,2017-01-01,BHS,51.43
8725,2017-02-01,BHS,45.97
8726,2017-03-01,BHS,22.55
8727,2017-04-01,BHS,63.39
8728,2017-05-01,BHS,47.53
8729,2017-06-01,BHS,88.41
8730,2017-07-01,BHS,89.64
8731,2017-08-01,BHS,79.73
8732,2017-09-01,BHS,150.91
8733,2017-10-01,BHS,249.65
8734,2017-11-01,BHS,69.4
8735,2017-12-01,BHS,39.12
8736,1990-01-01,BIH,20.44
8737,1990-02-01,BIH,46.84
8738,1990-03-01,BIH,61.42
8739,1990-04-01,BIH,123.19
8740,1990-05-01,BIH,80.12
8741,1990-06-01,BIH,79.5
8742,1990-07-01,BIH,69.89
8743,1990-08-01,BIH,32.58
8744,1990-09-01,BIH,82.01
8745,1990-10-01,BIH,100.48
8746,1990-11-01,BIH,101.95
8747,1990-12-01,BIH,124.51
8748,1991-01-01,BIH,39.83
8749,1991-02-01,BIH,66.51
8750,1991-03-01,BIH,67.73
8751,1991-04-01,BIH,134.96
8752,1991-05-01,BIH,161.62
8753,1991-06-01,BIH,74.8
8754,1991-07-01,BIH,199.49
8755,1991-08-01,BIH,86.64
8756,1991-09-01,BIH,53.19
8757,1991-10-01,BIH,134.9
8758,1991-11-01,BIH,143.63
8759,1991-12-01,BIH,65.54
8760,1992-01-01,BIH,31.96
8761,1992-02-01,BIH,62.49
8762,1992-03-01,BIH,81.32
8763,1992-04-01,BIH,119.65
8764,1992-05-01,BIH,60.95
8765,1992-06-01,BIH,145.64
8766,1992-07-01,BIH,63.98
8767,1992-08-01,BIH,18.6
8768,1992-09-01,BIH,38.38
8769,1992-10-01,BIH,154.27
8770,1992-11-01,BIH,94.59
8771,1992-12-01,BIH,71.53
