,month,gadm0,tmp
2344,2017-05-01,AND,9.38
2345,2017-06-01,AND,14.59
2346,2017-07-01,AND,15.94
2347,2017-08-01,AND,15.9
2348,2017-09-01,AND,9.36
2349,2017-10-01,AND,8.85
2350,2017-11-01,AND,-0.33
2351,2017-12-01,AND,-3.31
2352,1990-01-01,ARE,17.3
2353,1990-02-01,ARE,19.22
2354,1990-03-01,ARE,21.81
2355,1990-04-01,ARE,27.35
2356,1990-05-01,ARE,31.71
2357,1990-06-01,ARE,33.43
2358,1990-07-01,ARE,35.49
2359,1990-08-01,ARE,34.64
2360,1990-09-01,ARE,32.5
2361,1990-10-01,ARE,28.84
2362,1990-11-01,ARE,24.11
2363,1990-12-01,ARE,20.07
2364,1991-01-01,ARE,19.37
2365,1991-02-01,ARE,19.28
2366,1991-03-01,ARE,21.94
2367,1991-04-01,ARE,27.22
2368,1991-05-01,ARE,28.63
2369,1991-06-01,ARE,32.55
2370,1991-07-01,ARE,33.44
2371,1991-08-01,ARE,34.07
2372,1991-09-01,ARE,31.78
2373,1991-10-01,ARE,27.69
2374,1991-11-01,ARE,22.75
2375,1991-12-01,ARE,20.23
2376,1992-01-01,ARE,16.11
2377,1992-02-01,ARE,17.45
2378,1992-03-01,ARE,19.54
2379,1992-04-01,ARE,24.35
2380,1992-05-01,ARE,31.9
2381,1992-06-01,ARE,32.99
2382,1992-07-01,ARE,33.47
2383,1992-08-01,ARE,34.03
2384,1992-09-01,ARE,31.66
2385,1992-10-01,ARE,27.69
2386,1992-11-01,ARE,23.35
2387,1992-12-01,ARE,20.18
2388,1993-01-01,ARE,17.34
2389,1993-02-01,ARE,18.8
2390,1993-03-01,ARE,21.95
2391,1993-04-01,ARE,26.55
2392,1993-05-01,ARE,30.93
2393,1993-06-01,ARE,32.87
2394,1993-07-01,ARE,35.25
2395,1993-08-01,ARE,34.94
2396,1993-09-01,ARE,32.69
2397,1993-10-01,ARE,28.8
2398,1993-11-01,ARE,24.06
2399,1993-12-01,ARE,20.21
2400,1994-01-01,ARE,18.69
2401,1994-02-01,ARE,18.36
2402,1994-03-01,ARE,22.84
2403,1994-04-01,ARE,27.25
2404,1994-05-01,ARE,31.61
2405,1994-06-01,ARE,33.67
2406,1994-07-01,ARE,34.22
2407,1994-08-01,ARE,35.26
2408,1994-09-01,ARE,32.31
2409,1994-10-01,ARE,28.7
2410,1994-11-01,ARE,25.25
2411,1994-12-01,ARE,19.25
2412,1995-01-01,ARE,18.28
2413,1995-02-01,ARE,19.58
2414,1995-03-01,ARE,21.03
2415,1995-04-01,ARE,25.96
2416,1995-05-01,ARE,30.74
2417,1995-06-01,ARE,33.16
2418,1995-07-01,ARE,33.32
2419,1995-08-01,ARE,35.62
2420,1995-09-01,ARE,32.14
2421,1995-10-01,ARE,29.07
2422,1995-11-01,ARE,23.76
2423,1995-12-01,ARE,20.12
2424,1996-01-01,ARE,18.46
2425,1996-02-01,ARE,20.06
2426,1996-03-01,ARE,22.97
2427,1996-04-01,ARE,26.93
2428,1996-05-01,ARE,32.19
2429,1996-06-01,ARE,34.27
2430,1996-07-01,ARE,36.61
2431,1996-08-01,ARE,35.46
2432,1996-09-01,ARE,32.35
2433,1996-10-01,ARE,27.76
2434,1996-11-01,ARE,23.08
2435,1996-12-01,ARE,18.96
2436,1997-01-01,ARE,17.42
2437,1997-02-01,ARE,19.18
2438,1997-03-01,ARE,21.12
2439,1997-04-01,ARE,24.67
2440,1997-05-01,ARE,30.49
2441,1997-06-01,ARE,33.98
2442,1997-07-01,ARE,34.54
2443,1997-08-01,ARE,34.12
2444,1997-09-01,ARE,33.17
2445,1997-10-01,ARE,29.62
2446,1997-11-01,ARE,24.2
2447,1997-12-01,ARE,20.0
2448,1998-01-01,ARE,18.0
2449,1998-02-01,ARE,20.03
2450,1998-03-01,ARE,23.65
2451,1998-04-01,ARE,27.9
2452,1998-05-01,ARE,32.49
2453,1998-06-01,ARE,35.43
2454,1998-07-01,ARE,36.37
2455,1998-08-01,ARE,36.64
2456,1998-09-01,ARE,33.63
2457,1998-10-01,ARE,29.91
2458,1998-11-01,ARE,24.82
2459,1998-12-01,ARE,21.9
2460,1999-01-01,ARE,19.33
2461,1999-02-01,ARE,22.25
2462,1999-03-01,ARE,22.29
2463,1999-04-01,ARE,28.31
2464,1999-05-01,ARE,31.84
2465,1999-06-01,ARE,34.97
2466,1999-07-01,ARE,35.49
2467,1999-08-01,ARE,36.48
2468,1999-09-01,ARE,33.23
2469,1999-10-01,ARE,29.47
2470,1999-11-01,ARE,25.29
2471,1999-12-01,ARE,20.17
2472,2000-01-01,ARE,19.46
2473,2000-02-01,ARE,19.23
2474,2000-03-01,ARE,21.75
2475,2000-04-01,ARE,29.23
2476,2000-05-01,ARE,31.63
2477,2000-06-01,ARE,33.12
2478,2000-07-01,ARE,36.14
2479,2000-08-01,ARE,35.89
2480,2000-09-01,ARE,32.59
2481,2000-10-01,ARE,29.46
2482,2000-11-01,ARE,24.55
2483,2000-12-01,ARE,19.99
2484,2001-01-01,ARE,17.3
2485,2001-02-01,ARE,19.06
2486,2001-03-01,ARE,23.19
2487,2001-04-01,ARE,27.14
2488,2001-05-01,ARE,32.85
2489,2001-06-01,ARE,33.46
2490,2001-07-01,ARE,35.82
2491,2001-08-01,ARE,35.67
2492,2001-09-01,ARE,33.24
2493,2001-10-01,ARE,29.28
2494,2001-11-01,ARE,24.09
2495,2001-12-01,ARE,22.7
2496,2002-01-01,ARE,19.21
2497,2002-02-01,ARE,19.71
2498,2002-03-01,ARE,24.04
2499,2002-04-01,ARE,27.36
2500,2002-05-01,ARE,32.55
2501,2002-06-01,ARE,34.26
2502,2002-07-01,ARE,35.52
2503,2002-08-01,ARE,35.1
2504,2002-09-01,ARE,32.82
2505,2002-10-01,ARE,29.57
2506,2002-11-01,ARE,24.14
2507,2002-12-01,ARE,20.78
2508,2003-01-01,ARE,18.17
2509,2003-02-01,ARE,21.74
2510,2003-03-01,ARE,24.53
2511,2003-04-01,ARE,27.94
2512,2003-05-01,ARE,32.04
2513,2003-06-01,ARE,34.37
2514,2003-07-01,ARE,35.29
2515,2003-08-01,ARE,35.99
2516,2003-09-01,ARE,33.04
2517,2003-10-01,ARE,29.4
2518,2003-11-01,ARE,24.39
2519,2003-12-01,ARE,20.5
2520,2004-01-01,ARE,20.04
2521,2004-02-01,ARE,20.26
2522,2004-03-01,ARE,23.96
2523,2004-04-01,ARE,28.22
2524,2004-05-01,ARE,32.01
2525,2004-06-01,ARE,33.97
2526,2004-07-01,ARE,35.76
2527,2004-08-01,ARE,35.14
2528,2004-09-01,ARE,32.81
2529,2004-10-01,ARE,29.16
2530,2004-11-01,ARE,25.07
2531,2004-12-01,ARE,20.28
2532,2005-01-01,ARE,17.85
2533,2005-02-01,ARE,19.94
2534,2005-03-01,ARE,23.64
2535,2005-04-01,ARE,28.4
2536,2005-05-01,ARE,32.05
2537,2005-06-01,ARE,34.09
2538,2005-07-01,ARE,35.72
2539,2005-08-01,ARE,35.85
2540,2005-09-01,ARE,32.94
2541,2005-10-01,ARE,29.47
2542,2005-11-01,ARE,25.31
2543,2005-12-01,ARE,21.17
2544,2006-01-01,ARE,18.29
2545,2006-02-01,ARE,21.5
2546,2006-03-01,ARE,22.98
2547,2006-04-01,ARE,27.86
2548,2006-05-01,ARE,32.65
2549,2006-06-01,ARE,35.23
2550,2006-07-01,ARE,35.78
2551,2006-08-01,ARE,36.48
2552,2006-09-01,ARE,33.22
2553,2006-10-01,ARE,30.08
2554,2006-11-01,ARE,25.17
2555,2006-12-01,ARE,18.27
2556,2007-01-01,ARE,17.26
2557,2007-02-01,ARE,20.37
2558,2007-03-01,ARE,23.37
2559,2007-04-01,ARE,29.67
2560,2007-05-01,ARE,33.36
2561,2007-06-01,ARE,34.99
2562,2007-07-01,ARE,35.54
2563,2007-08-01,ARE,36.33
2564,2007-09-01,ARE,33.52
2565,2007-10-01,ARE,28.92
2566,2007-11-01,ARE,24.49
2567,2007-12-01,ARE,20.57
2568,2008-01-01,ARE,17.46
2569,2008-02-01,ARE,18.44
2570,2008-03-01,ARE,23.67
2571,2008-04-01,ARE,28.05
2572,2008-05-01,ARE,33.6
2573,2008-06-01,ARE,33.7
2574,2008-07-01,ARE,36.0
2575,2008-08-01,ARE,35.99
2576,2008-09-01,ARE,33.13
2577,2008-10-01,ARE,29.89
2578,2008-11-01,ARE,24.7
2579,2008-12-01,ARE,18.4
2580,2009-01-01,ARE,17.05
2581,2009-02-01,ARE,21.43
2582,2009-03-01,ARE,24.3
2583,2009-04-01,ARE,27.66
2584,2009-05-01,ARE,33.49
2585,2009-06-01,ARE,35.04
2586,2009-07-01,ARE,35.3
2587,2009-08-01,ARE,35.71
2588,2009-09-01,ARE,33.05
2589,2009-10-01,ARE,29.33
2590,2009-11-01,ARE,25.27
2591,2009-12-01,ARE,20.83
2592,2010-01-01,ARE,18.77
2593,2010-02-01,ARE,21.7
2594,2010-03-01,ARE,24.63
2595,2010-04-01,ARE,29.13
2596,2010-05-01,ARE,32.83
2597,2010-06-01,ARE,35.39
2598,2010-07-01,ARE,36.68
2599,2010-08-01,ARE,36.69
2600,2010-09-01,ARE,33.77
2601,2010-10-01,ARE,30.32
2602,2010-11-01,ARE,24.97
2603,2010-12-01,ARE,20.55
2604,2011-01-01,ARE,19.57
2605,2011-02-01,ARE,20.42
2606,2011-03-01,ARE,23.01
2607,2011-04-01,ARE,28.95
2608,2011-05-01,ARE,33.22
2609,2011-06-01,ARE,34.94
2610,2011-07-01,ARE,36.33
2611,2011-08-01,ARE,36.26
2612,2011-09-01,ARE,33.84
2613,2011-10-01,ARE,29.73
2614,2011-11-01,ARE,24.66
2615,2011-12-01,ARE,19.28
2616,2012-01-01,ARE,18.48
2617,2012-02-01,ARE,19.79
2618,2012-03-01,ARE,23.14
2619,2012-04-01,ARE,27.87
2620,2012-05-01,ARE,34.14
2621,2012-06-01,ARE,34.79
2622,2012-07-01,ARE,37.29
2623,2012-08-01,ARE,36.38
2624,2012-09-01,ARE,34.23
2625,2012-10-01,ARE,29.64
2626,2012-11-01,ARE,25.26
2627,2012-12-01,ARE,21.37
2628,2013-01-01,ARE,19.17
2629,2013-02-01,ARE,20.23
2630,2013-03-01,ARE,23.41
2631,2013-04-01,ARE,27.93
2632,2013-05-01,ARE,30.76
2633,2013-06-01,ARE,32.93
2634,2013-07-01,ARE,36.19
2635,2013-08-01,ARE,35.65
2636,2013-09-01,ARE,33.14
2637,2013-10-01,ARE,29.05
2638,2013-11-01,ARE,24.54
2639,2013-12-01,ARE,20.15
2640,2014-01-01,ARE,17.83
2641,2014-02-01,ARE,19.04
2642,2014-03-01,ARE,23.29
2643,2014-04-01,ARE,29.14
2644,2014-05-01,ARE,32.54
2645,2014-06-01,ARE,33.97
2646,2014-07-01,ARE,35.85
2647,2014-08-01,ARE,35.45
2648,2014-09-01,ARE,33.29
2649,2014-10-01,ARE,30.27
2650,2014-11-01,ARE,24.29
2651,2014-12-01,ARE,20.22
2652,2015-01-01,ARE,18.73
2653,2015-02-01,ARE,21.67
2654,2015-03-01,ARE,23.95
2655,2015-04-01,ARE,28.36
2656,2015-05-01,ARE,33.86
2657,2015-06-01,ARE,35.05
2658,2015-07-01,ARE,37.18
2659,2015-08-01,ARE,37.04
2660,2015-09-01,ARE,33.59
2661,2015-10-01,ARE,30.54
2662,2015-11-01,ARE,25.56
2663,2015-12-01,ARE,20.59
2664,2016-01-01,ARE,18.72
2665,2016-02-01,ARE,19.71
2666,2016-03-01,ARE,23.85
2667,2016-04-01,ARE,26.88
2668,2016-05-01,ARE,32.65
2669,2016-06-01,ARE,34.22
2670,2016-07-01,ARE,36.36
2671,2016-08-01,ARE,36.74
2672,2016-09-01,ARE,33.57
2673,2016-10-01,ARE,29.11
2674,2016-11-01,ARE,25.04
2675,2016-12-01,ARE,21.62
2676,2017-01-01,ARE,19.62
2677,2017-02-01,ARE,19.54
2678,2017-03-01,ARE,24.59
2679,2017-04-01,ARE,29.81
2680,2017-05-01,ARE,33.19
2681,2017-06-01,ARE,35.33
2682,2017-07-01,ARE,37.92
2683,2017-08-01,ARE,36.71
2684,2017-09-01,ARE,34.03
2685,2017-10-01,ARE,30.36
2686,2017-11-01,ARE,25.13
2687,2017-12-01,ARE,20.32
2688,1990-01-01,ARG,24.49
2689,1990-02-01,ARG,22.35
2690,1990-03-01,ARG,19.5
2691,1990-04-01,ARG,16.28
2692,1990-05-01,ARG,12.32
2693,1990-06-01,ARG,8.98
2694,1990-07-01,ARG,9.12
2695,1990-08-01,ARG,13.58
2696,1990-09-01,ARG,12.6
2697,1990-10-01,ARG,18.14
2698,1990-11-01,ARG,20.92
2699,1990-12-01,ARG,21.79
2700,1991-01-01,ARG,22.92
2701,1991-02-01,ARG,22.04
2702,1991-03-01,ARG,21.44
2703,1991-04-01,ARG,16.92
2704,1991-05-01,ARG,14.47
2705,1991-06-01,ARG,9.73
2706,1991-07-01,ARG,8.9
2707,1991-08-01,ARG,11.36
2708,1991-09-01,ARG,14.55
2709,1991-10-01,ARG,15.54
2710,1991-11-01,ARG,19.35
2711,1991-12-01,ARG,21.57
2712,1992-01-01,ARG,23.07
2713,1992-02-01,ARG,22.55
2714,1992-03-01,ARG,21.49
2715,1992-04-01,ARG,15.88
2716,1992-05-01,ARG,12.38
2717,1992-06-01,ARG,11.53
2718,1992-07-01,ARG,7.01
2719,1992-08-01,ARG,11.29
2720,1992-09-01,ARG,13.49
2721,1992-10-01,ARG,16.99
2722,1992-11-01,ARG,17.86
2723,1992-12-01,ARG,21.74
2724,1993-01-01,ARG,23.56
2725,1993-02-01,ARG,21.94
2726,1993-03-01,ARG,21.74
2727,1993-04-01,ARG,16.88
2728,1993-05-01,ARG,12.58
2729,1993-06-01,ARG,9.96
2730,1993-07-01,ARG,7.79
2731,1993-08-01,ARG,11.21
2732,1993-09-01,ARG,12.8
2733,1993-10-01,ARG,17.09
2734,1993-11-01,ARG,19.05
2735,1993-12-01,ARG,22.09
2736,1994-01-01,ARG,23.13
2737,1994-02-01,ARG,21.89
2738,1994-03-01,ARG,20.36
2739,1994-04-01,ARG,16.21
2740,1994-05-01,ARG,14.59
2741,1994-06-01,ARG,11.66
2742,1994-07-01,ARG,9.15
2743,1994-08-01,ARG,11.23
2744,1994-09-01,ARG,14.81
2745,1994-10-01,ARG,16.47
2746,1994-11-01,ARG,20.55
2747,1994-12-01,ARG,24.71
2748,1995-01-01,ARG,22.74
2749,1995-02-01,ARG,21.22
2750,1995-03-01,ARG,20.14
2751,1995-04-01,ARG,16.48
2752,1995-05-01,ARG,13.25
2753,1995-06-01,ARG,9.91
2754,1995-07-01,ARG,8.89
2755,1995-08-01,ARG,10.68
2756,1995-09-01,ARG,14.65
2757,1995-10-01,ARG,16.66
2758,1995-11-01,ARG,21.04
2759,1995-12-01,ARG,24.2
2760,1996-01-01,ARG,23.4
2761,1996-02-01,ARG,21.9
2762,1996-03-01,ARG,21.35
2763,1996-04-01,ARG,16.72
2764,1996-05-01,ARG,14.1
2765,1996-06-01,ARG,8.6
2766,1996-07-01,ARG,8.35
2767,1996-08-01,ARG,13.76
2768,1996-09-01,ARG,13.56
2769,1996-10-01,ARG,17.88
2770,1996-11-01,ARG,21.1
2771,1996-12-01,ARG,22.54
2772,1997-01-01,ARG,24.96
2773,1997-02-01,ARG,21.71
2774,1997-03-01,ARG,20.76
2775,1997-04-01,ARG,18.07
2776,1997-05-01,ARG,15.2
2777,1997-06-01,ARG,10.72
2778,1997-07-01,ARG,12.03
2779,1997-08-01,ARG,12.6
2780,1997-09-01,ARG,14.21
2781,1997-10-01,ARG,16.81
2782,1997-11-01,ARG,19.55
2783,1997-12-01,ARG,21.59
2784,1998-01-01,ARG,22.4
2785,1998-02-01,ARG,20.39
2786,1998-03-01,ARG,19.26
2787,1998-04-01,ARG,16.33
2788,1998-05-01,ARG,13.84
2789,1998-06-01,ARG,10.65
2790,1998-07-01,ARG,11.72
2791,1998-08-01,ARG,11.29
2792,1998-09-01,ARG,12.78
2793,1998-10-01,ARG,18.44
2794,1998-11-01,ARG,19.89
2795,1998-12-01,ARG,22.13
2796,1999-01-01,ARG,22.06
2797,1999-02-01,ARG,22.92
2798,1999-03-01,ARG,20.67
2799,1999-04-01,ARG,15.0
2800,1999-05-01,ARG,12.87
2801,1999-06-01,ARG,9.61
2802,1999-07-01,ARG,8.85
2803,1999-08-01,ARG,11.83
2804,1999-09-01,ARG,14.97
2805,1999-10-01,ARG,17.01
2806,1999-11-01,ARG,19.64
2807,1999-12-01,ARG,22.19
2808,2000-01-01,ARG,24.13
2809,2000-02-01,ARG,22.24
2810,2000-03-01,ARG,19.46
2811,2000-04-01,ARG,17.25
2812,2000-05-01,ARG,12.73
2813,2000-06-01,ARG,10.69
2814,2000-07-01,ARG,7.46
2815,2000-08-01,ARG,10.82
2816,2000-09-01,ARG,13.3
2817,2000-10-01,ARG,16.75
2818,2000-11-01,ARG,18.51
2819,2000-12-01,ARG,22.22
2820,2001-01-01,ARG,23.93
2821,2001-02-01,ARG,24.34
2822,2001-03-01,ARG,21.36
2823,2001-04-01,ARG,16.4
2824,2001-05-01,ARG,12.46
2825,2001-06-01,ARG,10.74
2826,2001-07-01,ARG,9.61
2827,2001-08-01,ARG,13.47
2828,2001-09-01,ARG,13.44
2829,2001-10-01,ARG,17.43
2830,2001-11-01,ARG,19.29
2831,2001-12-01,ARG,22.25
2832,2002-01-01,ARG,23.27
2833,2002-02-01,ARG,21.83
2834,2002-03-01,ARG,20.83
2835,2002-04-01,ARG,15.82
2836,2002-05-01,ARG,14.47
2837,2002-06-01,ARG,8.6
2838,2002-07-01,ARG,9.44
2839,2002-08-01,ARG,12.3
2840,2002-09-01,ARG,13.9
2841,2002-10-01,ARG,18.36
2842,2002-11-01,ARG,20.44
2843,2002-12-01,ARG,21.84
2844,2003-01-01,ARG,24.18
2845,2003-02-01,ARG,22.58
2846,2003-03-01,ARG,21.0
2847,2003-04-01,ARG,16.1
2848,2003-05-01,ARG,13.45
2849,2003-06-01,ARG,11.87
2850,2003-07-01,ARG,9.19
2851,2003-08-01,ARG,10.31
2852,2003-09-01,ARG,14.39
2853,2003-10-01,ARG,18.63
2854,2003-11-01,ARG,20.57
2855,2003-12-01,ARG,21.4
2856,2004-01-01,ARG,24.49
2857,2004-02-01,ARG,21.64
2858,2004-03-01,ARG,21.86
2859,2004-04-01,ARG,17.53
2860,2004-05-01,ARG,10.83
2861,2004-06-01,ARG,10.9
2862,2004-07-01,ARG,10.25
2863,2004-08-01,ARG,11.72
2864,2004-09-01,ARG,15.02
2865,2004-10-01,ARG,17.07
2866,2004-11-01,ARG,19.42
2867,2004-12-01,ARG,22.51
2868,2005-01-01,ARG,23.71
2869,2005-02-01,ARG,22.78
2870,2005-03-01,ARG,20.04
2871,2005-04-01,ARG,15.3
2872,2005-05-01,ARG,13.23
2873,2005-06-01,ARG,11.88
2874,2005-07-01,ARG,10.49
2875,2005-08-01,ARG,11.64
2876,2005-09-01,ARG,12.75
2877,2005-10-01,ARG,16.45
2878,2005-11-01,ARG,21.07
2879,2005-12-01,ARG,21.73
2880,2006-01-01,ARG,24.06
2881,2006-02-01,ARG,22.62
2882,2006-03-01,ARG,19.53
2883,2006-04-01,ARG,17.43
2884,2006-05-01,ARG,11.66
2885,2006-06-01,ARG,11.5
2886,2006-07-01,ARG,12.28
2887,2006-08-01,ARG,11.05
2888,2006-09-01,ARG,14.42
2889,2006-10-01,ARG,18.72
2890,2006-11-01,ARG,20.06
2891,2006-12-01,ARG,23.6
2892,2007-01-01,ARG,23.37
2893,2007-02-01,ARG,22.56
2894,2007-03-01,ARG,20.28
2895,2007-04-01,ARG,17.41
2896,2007-05-01,ARG,10.65
2897,2007-06-01,ARG,8.62
2898,2007-07-01,ARG,7.29
2899,2007-08-01,ARG,8.46
2900,2007-09-01,ARG,15.24
2901,2007-10-01,ARG,18.16
2902,2007-11-01,ARG,19.29
2903,2007-12-01,ARG,22.81
2904,2008-01-01,ARG,23.88
2905,2008-02-01,ARG,22.92
2906,2008-03-01,ARG,20.57
2907,2008-04-01,ARG,16.77
2908,2008-05-01,ARG,13.39
2909,2008-06-01,ARG,9.24
2910,2008-07-01,ARG,12.51
2911,2008-08-01,ARG,11.54
2912,2008-09-01,ARG,13.86
2913,2008-10-01,ARG,17.52
2914,2008-11-01,ARG,22.97
2915,2008-12-01,ARG,23.23
2916,2009-01-01,ARG,24.01
2917,2009-02-01,ARG,23.24
2918,2009-03-01,ARG,22.47
2919,2009-04-01,ARG,18.97
2920,2009-05-01,ARG,14.7
2921,2009-06-01,ARG,9.72
2922,2009-07-01,ARG,8.58
2923,2009-08-01,ARG,14.16
2924,2009-09-01,ARG,12.47
2925,2009-10-01,ARG,17.8
2926,2009-11-01,ARG,21.05
2927,2009-12-01,ARG,21.82
2928,2010-01-01,ARG,24.45
2929,2010-02-01,ARG,22.86
2930,2010-03-01,ARG,21.51
2931,2010-04-01,ARG,15.73
2932,2010-05-01,ARG,13.04
2933,2010-06-01,ARG,10.41
2934,2010-07-01,ARG,8.71
2935,2010-08-01,ARG,10.25
2936,2010-09-01,ARG,14.04
2937,2010-10-01,ARG,16.42
2938,2010-11-01,ARG,19.95
2939,2010-12-01,ARG,23.75
2940,2011-01-01,ARG,24.22
2941,2011-02-01,ARG,22.01
2942,2011-03-01,ARG,20.32
2943,2011-04-01,ARG,17.32
2944,2011-05-01,ARG,13.17
2945,2011-06-01,ARG,9.61
2946,2011-07-01,ARG,9.08
2947,2011-08-01,ARG,10.38
2948,2011-09-01,ARG,15.41
2949,2011-10-01,ARG,16.49
2950,2011-11-01,ARG,21.76
2951,2011-12-01,ARG,23.08
2952,2012-01-01,ARG,25.21
2953,2012-02-01,ARG,23.49
2954,2012-03-01,ARG,20.67
2955,2012-04-01,ARG,16.7
2956,2012-05-01,ARG,14.9
2957,2012-06-01,ARG,10.27
2958,2012-07-01,ARG,8.14
2959,2012-08-01,ARG,12.38
2960,2012-09-01,ARG,14.95
2961,2012-10-01,ARG,17.62
2962,2012-11-01,ARG,21.3
2963,2012-12-01,ARG,22.96
2964,2013-01-01,ARG,23.85
2965,2013-02-01,ARG,22.78
2966,2013-03-01,ARG,18.6
2967,2013-04-01,ARG,17.79
2968,2013-05-01,ARG,13.22
2969,2013-06-01,ARG,10.87
2970,2013-07-01,ARG,10.04
2971,2013-08-01,ARG,10.77
2972,2013-09-01,ARG,13.48
2973,2013-10-01,ARG,18.32
2974,2013-11-01,ARG,20.7
2975,2013-12-01,ARG,25.67
2976,2014-01-01,ARG,25.02
2977,2014-02-01,ARG,21.84
2978,2014-03-01,ARG,18.95
2979,2014-04-01,ARG,16.51
2980,2014-05-01,ARG,13.54
2981,2014-06-01,ARG,10.4
2982,2014-07-01,ARG,10.65
2983,2014-08-01,ARG,13.36
2984,2014-09-01,ARG,15.41
2985,2014-10-01,ARG,19.45
2986,2014-11-01,ARG,20.26
2987,2014-12-01,ARG,22.75
2988,2015-01-01,ARG,23.61
2989,2015-02-01,ARG,22.68
2990,2015-03-01,ARG,21.59
2991,2015-04-01,ARG,18.97
2992,2015-05-01,ARG,15.23
2993,2015-06-01,ARG,11.73
2994,2015-07-01,ARG,10.61
2995,2015-08-01,ARG,13.52
2996,2015-09-01,ARG,13.58
2997,2015-10-01,ARG,15.05
2998,2015-11-01,ARG,19.55
2999,2015-12-01,ARG,23.38
3000,2016-01-01,ARG,24.37
3001,2016-02-01,ARG,24.06
3002,2016-03-01,ARG,19.7
3003,2016-04-01,ARG,16.1
3004,2016-05-01,ARG,11.57
3005,2016-06-01,ARG,8.48
3006,2016-07-01,ARG,9.31
3007,2016-08-01,ARG,12.5
3008,2016-09-01,ARG,13.8
3009,2016-10-01,ARG,16.68
3010,2016-11-01,ARG,20.04
3011,2016-12-01,ARG,23.76
3012,2017-01-01,ARG,24.63
3013,2017-02-01,ARG,23.6
3014,2017-03-01,ARG,20.71
3015,2017-04-01,ARG,16.69
3016,2017-05-01,ARG,14.0
3017,2017-06-01,ARG,11.39
3018,2017-07-01,ARG,11.57
3019,2017-08-01,ARG,13.17
3020,2017-09-01,ARG,14.36
3021,2017-10-01,ARG,17.06
3022,2017-11-01,ARG,19.8
3023,2017-12-01,ARG,23.61
3024,1990-01-01,ARM,-8.29
3025,1990-02-01,ARM,-4.58
3026,1990-03-01,ARM,0.4
3027,1990-04-01,ARM,4.86
3028,1990-05-01,ARM,10.02
3029,1990-06-01,ARM,15.43
3030,1990-07-01,ARM,18.51
3031,1990-08-01,ARM,16.96
3032,1990-09-01,ARM,14.85
3033,1990-10-01,ARM,8.29
3034,1990-11-01,ARM,3.4
3035,1990-12-01,ARM,-2.75
3036,1991-01-01,ARM,-6.16
3037,1991-02-01,ARM,-6.57
3038,1991-03-01,ARM,0.1
3039,1991-04-01,ARM,7.32
3040,1991-05-01,ARM,9.62
3041,1991-06-01,ARM,15.05
3042,1991-07-01,ARM,18.47
3043,1991-08-01,ARM,18.45
3044,1991-09-01,ARM,14.27
3045,1991-10-01,ARM,9.89
3046,1991-11-01,ARM,1.77
3047,1991-12-01,ARM,-5.91
3048,1992-01-01,ARM,-9.84
3049,1992-02-01,ARM,-7.83
3050,1992-03-01,ARM,-3.41
3051,1992-04-01,ARM,4.11
3052,1992-05-01,ARM,8.22
3053,1992-06-01,ARM,13.48
3054,1992-07-01,ARM,16.74
3055,1992-08-01,ARM,16.49
3056,1992-09-01,ARM,12.16
3057,1992-10-01,ARM,8.22
3058,1992-11-01,ARM,-0.18
3059,1992-12-01,ARM,-6.13
3060,1993-01-01,ARM,-8.39
3061,1993-02-01,ARM,-7.3
3062,1993-03-01,ARM,-2.15
3063,1993-04-01,ARM,4.33
3064,1993-05-01,ARM,9.75
3065,1993-06-01,ARM,14.18
3066,1993-07-01,ARM,17.56
3067,1993-08-01,ARM,17.09
3068,1993-09-01,ARM,13.91
3069,1993-10-01,ARM,7.37
3070,1993-11-01,ARM,-3.78
3071,1993-12-01,ARM,-4.29
3072,1994-01-01,ARM,-3.89
3073,1994-02-01,ARM,-6.7
3074,1994-03-01,ARM,0.14
3075,1994-04-01,ARM,7.52
3076,1994-05-01,ARM,10.49
3077,1994-06-01,ARM,14.0
3078,1994-07-01,ARM,17.15
3079,1994-08-01,ARM,17.22
3080,1994-09-01,ARM,14.16
3081,1994-10-01,ARM,9.0
3082,1994-11-01,ARM,1.15
3083,1994-12-01,ARM,-7.92
3084,1995-01-01,ARM,-4.97
3085,1995-02-01,ARM,-2.98
3086,1995-03-01,ARM,1.14
3087,1995-04-01,ARM,5.78
3088,1995-05-01,ARM,11.37
3089,1995-06-01,ARM,14.87
3090,1995-07-01,ARM,17.33
3091,1995-08-01,ARM,18.0
3092,1995-09-01,ARM,13.83
3093,1995-10-01,ARM,6.54
3094,1995-11-01,ARM,0.95
3095,1995-12-01,ARM,-5.16
3096,1996-01-01,ARM,-6.08
3097,1996-02-01,ARM,-3.94
3098,1996-03-01,ARM,-0.75
3099,1996-04-01,ARM,4.56
3100,1996-05-01,ARM,12.15
3101,1996-06-01,ARM,13.64
3102,1996-07-01,ARM,18.58
3103,1996-08-01,ARM,18.26
3104,1996-09-01,ARM,13.83
3105,1996-10-01,ARM,7.86
3106,1996-11-01,ARM,1.96
3107,1996-12-01,ARM,-0.02
3108,1997-01-01,ARM,-4.68
3109,1997-02-01,ARM,-6.54
3110,1997-03-01,ARM,-3.55
3111,1997-04-01,ARM,4.67
3112,1997-05-01,ARM,11.36
3113,1997-06-01,ARM,14.98
3114,1997-07-01,ARM,17.35
3115,1997-08-01,ARM,18.62
3116,1997-09-01,ARM,11.83
3117,1997-10-01,ARM,9.47
3118,1997-11-01,ARM,2.19
