,month,gadm0,pre
36834,2007-07-01,Z05,78.15
36835,2007-08-01,Z05,146.16
36836,2007-09-01,Z05,37.49
36837,2007-10-01,Z05,13.79
36838,2007-11-01,Z05,4.83
36839,2007-12-01,Z05,31.94
36840,2008-01-01,Z05,159.26
36841,2008-02-01,Z05,37.18
36842,2008-03-01,Z05,16.42
36843,2008-04-01,Z05,36.83
36844,2008-05-01,Z05,14.67
36845,2008-06-01,Z05,104.77
36846,2008-07-01,Z05,95.4
36847,2008-08-01,Z05,149.69
36848,2008-09-01,Z05,169.62
36849,2008-10-01,Z05,3.74
36850,2008-11-01,Z05,14.87
36851,2008-12-01,Z05,50.19
36852,2009-01-01,Z05,50.16
36853,2009-02-01,Z05,49.42
36854,2009-03-01,Z05,32.16
36855,2009-04-01,Z05,23.43
36856,2009-05-01,Z05,32.69
36857,2009-06-01,Z05,9.62
36858,2009-07-01,Z05,64.28
36859,2009-08-01,Z05,84.14
36860,2009-09-01,Z05,57.92
36861,2009-10-01,Z05,159.35
36862,2009-11-01,Z05,25.57
36863,2009-12-01,Z05,21.29
36864,2010-01-01,Z05,35.22
36865,2010-02-01,Z05,96.72
36866,2010-03-01,Z05,16.86
36867,2010-04-01,Z05,15.9
36868,2010-05-01,Z05,15.86
36869,2010-06-01,Z05,39.69
36870,2010-07-01,Z05,172.03
36871,2010-08-01,Z05,136.91
36872,2010-09-01,Z05,156.71
36873,2010-10-01,Z05,13.69
36874,2010-11-01,Z05,6.14
36875,2010-12-01,Z05,56.63
36876,2011-01-01,Z05,33.12
36877,2011-02-01,Z05,161.84
36878,2011-03-01,Z05,50.89
36879,2011-04-01,Z05,49.74
36880,2011-05-01,Z05,7.44
36881,2011-06-01,Z05,59.27
36882,2011-07-01,Z05,94.86
36883,2011-08-01,Z05,167.68
36884,2011-09-01,Z05,55.36
36885,2011-10-01,Z05,4.84
36886,2011-11-01,Z05,8.34
36887,2011-12-01,Z05,13.71
36888,2012-01-01,Z05,59.66
36889,2012-02-01,Z05,93.02
36890,2012-03-01,Z05,67.89
36891,2012-04-01,Z05,22.8
36892,2012-05-01,Z05,6.43
36893,2012-06-01,Z05,9.48
36894,2012-07-01,Z05,93.29
36895,2012-08-01,Z05,151.83
36896,2012-09-01,Z05,35.82
36897,2012-10-01,Z05,6.12
36898,2012-11-01,Z05,7.04
36899,2012-12-01,Z05,35.66
36900,2013-01-01,Z05,94.99
36901,2013-02-01,Z05,170.7
36902,2013-03-01,Z05,23.62
36903,2013-04-01,Z05,18.12
36904,2013-05-01,Z05,7.45
36905,2013-06-01,Z05,170.99
36906,2013-07-01,Z05,83.76
36907,2013-08-01,Z05,110.13
36908,2013-09-01,Z05,43.47
36909,2013-10-01,Z05,11.28
36910,2013-11-01,Z05,13.18
36911,2013-12-01,Z05,19.98
36912,2014-01-01,Z05,70.09
36913,2014-02-01,Z05,116.35
36914,2014-03-01,Z05,62.69
36915,2014-04-01,Z05,37.63
36916,2014-05-01,Z05,22.04
36917,2014-06-01,Z05,12.34
36918,2014-07-01,Z05,148.68
36919,2014-08-01,Z05,41.83
36920,2014-09-01,Z05,29.25
36921,2014-10-01,Z05,39.88
36922,2014-11-01,Z05,2.65
36923,2014-12-01,Z05,29.72
36924,2015-01-01,Z05,88.81
36925,2015-02-01,Z05,98.15
36926,2015-03-01,Z05,120.54
36927,2015-04-01,Z05,45.78
36928,2015-05-01,Z05,5.38
36929,2015-06-01,Z05,92.22
36930,2015-07-01,Z05,133.4
36931,2015-08-01,Z05,60.89
36932,2015-09-01,Z05,13.9
36933,2015-10-01,Z05,6.52
36934,2015-11-01,Z05,6.37
36935,2015-12-01,Z05,23.54
36936,2016-01-01,Z05,26.16
36937,2016-02-01,Z05,51.31
36938,2016-03-01,Z05,41.51
36939,2016-04-01,Z05,14.53
36940,2016-05-01,Z05,14.65
36941,2016-06-01,Z05,16.87
36942,2016-07-01,Z05,108.91
36943,2016-08-01,Z05,61.77
36944,2016-09-01,Z05,4.11
36945,2016-10-01,Z05,2.66
36946,2016-11-01,Z05,0.61
36947,2016-12-01,Z05,4.15
36948,2017-01-01,Z05,97.32
36949,2017-02-01,Z05,50.61
36950,2017-03-01,Z05,42.95
36951,2017-04-01,Z05,54.23
36952,2017-05-01,Z05,22.95
36953,2017-06-01,Z05,39.05
36954,2017-07-01,Z05,137.83
36955,2017-08-01,Z05,76.5
36956,2017-09-01,Z05,73.36
36957,2017-10-01,Z05,3.77
36958,2017-11-01,Z05,10.07
36959,2017-12-01,Z05,41.62
36960,1990-01-01,Z07,134.45
36961,1990-02-01,Z07,180.72
36962,1990-03-01,Z07,267.37
36963,1990-04-01,Z07,606.93
36964,1990-05-01,Z07,411.31
36965,1990-06-01,Z07,933.74
36966,1990-07-01,Z07,620.17
36967,1990-08-01,Z07,458.15
36968,1990-09-01,Z07,683.28
36969,1990-10-01,Z07,266.3
36970,1990-11-01,Z07,15.59
36971,1990-12-01,Z07,35.27
36972,1991-01-01,Z07,80.77
36973,1991-02-01,Z07,188.93
36974,1991-03-01,Z07,242.18
36975,1991-04-01,Z07,451.63
36976,1991-05-01,Z07,937.96
36977,1991-06-01,Z07,758.63
36978,1991-07-01,Z07,642.74
36979,1991-08-01,Z07,552.48
36980,1991-09-01,Z07,495.56
36981,1991-10-01,Z07,213.95
36982,1991-11-01,Z07,48.69
36983,1991-12-01,Z07,95.53
36984,1992-01-01,Z07,73.18
36985,1992-02-01,Z07,185.36
36986,1992-03-01,Z07,365.35
36987,1992-04-01,Z07,379.08
36988,1992-05-01,Z07,517.71
36989,1992-06-01,Z07,575.91
36990,1992-07-01,Z07,550.74
36991,1992-08-01,Z07,398.34
36992,1992-09-01,Z07,290.7
36993,1992-10-01,Z07,213.05
36994,1992-11-01,Z07,26.34
36995,1992-12-01,Z07,32.05
36996,1993-01-01,Z07,147.88
36997,1993-02-01,Z07,214.24
36998,1993-03-01,Z07,201.88
36999,1993-04-01,Z07,226.97
37000,1993-05-01,Z07,502.69
37001,1993-06-01,Z07,724.38
37002,1993-07-01,Z07,659.87
37003,1993-08-01,Z07,633.22
37004,1993-09-01,Z07,386.44
37005,1993-10-01,Z07,281.02
37006,1993-11-01,Z07,36.37
37007,1993-12-01,Z07,28.43
37008,1994-01-01,Z07,94.68
37009,1994-02-01,Z07,132.58
37010,1994-03-01,Z07,473.84
37011,1994-04-01,Z07,434.96
37012,1994-05-01,Z07,543.31
37013,1994-06-01,Z07,492.1
37014,1994-07-01,Z07,341.82
37015,1994-08-01,Z07,368.92
37016,1994-09-01,Z07,279.09
37017,1994-10-01,Z07,235.56
37018,1994-11-01,Z07,40.21
37019,1994-12-01,Z07,37.8
37020,1995-01-01,Z07,56.63
37021,1995-02-01,Z07,165.27
37022,1995-03-01,Z07,237.46
37023,1995-04-01,Z07,405.79
37024,1995-05-01,Z07,634.23
37025,1995-06-01,Z07,831.61
37026,1995-07-01,Z07,650.82
37027,1995-08-01,Z07,547.83
37028,1995-09-01,Z07,620.77
37029,1995-10-01,Z07,141.69
37030,1995-11-01,Z07,80.63
37031,1995-12-01,Z07,100.3
37032,1996-01-01,Z07,114.0
37033,1996-02-01,Z07,146.46
37034,1996-03-01,Z07,398.27
37035,1996-04-01,Z07,351.65
37036,1996-05-01,Z07,913.69
37037,1996-06-01,Z07,475.05
37038,1996-07-01,Z07,767.9
37039,1996-08-01,Z07,467.91
37040,1996-09-01,Z07,324.25
37041,1996-10-01,Z07,264.62
37042,1996-11-01,Z07,46.73
37043,1996-12-01,Z07,14.81
37044,1997-01-01,Z07,69.58
37045,1997-02-01,Z07,178.74
37046,1997-03-01,Z07,386.39
37047,1997-04-01,Z07,203.6
37048,1997-05-01,Z07,492.85
37049,1997-06-01,Z07,878.11
37050,1997-07-01,Z07,545.14
37051,1997-08-01,Z07,356.07
37052,1997-09-01,Z07,545.88
37053,1997-10-01,Z07,56.73
37054,1997-11-01,Z07,90.52
37055,1997-12-01,Z07,53.45
37056,1998-01-01,Z07,84.81
37057,1998-02-01,Z07,151.73
37058,1998-03-01,Z07,310.68
37059,1998-04-01,Z07,267.6
37060,1998-05-01,Z07,448.71
37061,1998-06-01,Z07,936.87
37062,1998-07-01,Z07,816.71
37063,1998-08-01,Z07,722.5
37064,1998-09-01,Z07,320.13
37065,1998-10-01,Z07,224.94
37066,1998-11-01,Z07,30.38
37067,1998-12-01,Z07,10.6
37068,1999-01-01,Z07,18.09
37069,1999-02-01,Z07,42.77
37070,1999-03-01,Z07,115.13
37071,1999-04-01,Z07,475.59
37072,1999-05-01,Z07,527.96
37073,1999-06-01,Z07,610.45
37074,1999-07-01,Z07,558.7
37075,1999-08-01,Z07,509.08
37076,1999-09-01,Z07,243.13
37077,1999-10-01,Z07,218.77
37078,1999-11-01,Z07,43.77
37079,1999-12-01,Z07,17.88
37080,2000-01-01,Z07,100.33
37081,2000-02-01,Z07,77.1
37082,2000-03-01,Z07,266.15
37083,2000-04-01,Z07,533.85
37084,2000-05-01,Z07,584.1
37085,2000-06-01,Z07,652.92
37086,2000-07-01,Z07,485.57
37087,2000-08-01,Z07,629.37
37088,2000-09-01,Z07,417.8
37089,2000-10-01,Z07,104.39
37090,2000-11-01,Z07,79.5
37091,2000-12-01,Z07,17.41
37092,2001-01-01,Z07,72.47
37093,2001-02-01,Z07,156.5
37094,2001-03-01,Z07,181.17
37095,2001-04-01,Z07,469.0
37096,2001-05-01,Z07,316.38
37097,2001-06-01,Z07,471.44
37098,2001-07-01,Z07,496.19
37099,2001-08-01,Z07,348.95
37100,2001-09-01,Z07,324.73
37101,2001-10-01,Z07,271.49
37102,2001-11-01,Z07,63.88
37103,2001-12-01,Z07,38.51
37104,2002-01-01,Z07,122.32
37105,2002-02-01,Z07,68.89
37106,2002-03-01,Z07,215.82
37107,2002-04-01,Z07,436.95
37108,2002-05-01,Z07,387.56
37109,2002-06-01,Z07,642.37
37110,2002-07-01,Z07,884.89
37111,2002-08-01,Z07,347.93
37112,2002-09-01,Z07,399.05
37113,2002-10-01,Z07,104.36
37114,2002-11-01,Z07,59.33
37115,2002-12-01,Z07,64.74
37116,2003-01-01,Z07,51.99
37117,2003-02-01,Z07,124.36
37118,2003-03-01,Z07,215.68
37119,2003-04-01,Z07,326.64
37120,2003-05-01,Z07,493.58
37121,2003-06-01,Z07,653.6
37122,2003-07-01,Z07,692.01
37123,2003-08-01,Z07,400.75
37124,2003-09-01,Z07,320.42
37125,2003-10-01,Z07,231.73
37126,2003-11-01,Z07,46.22
37127,2003-12-01,Z07,31.03
37128,2004-01-01,Z07,65.08
37129,2004-02-01,Z07,89.45
37130,2004-03-01,Z07,365.15
37131,2004-04-01,Z07,306.38
37132,2004-05-01,Z07,562.17
37133,2004-06-01,Z07,558.43
37134,2004-07-01,Z07,859.0
37135,2004-08-01,Z07,338.56
37136,2004-09-01,Z07,438.37
37137,2004-10-01,Z07,250.89
37138,2004-11-01,Z07,16.12
37139,2004-12-01,Z07,49.72
37140,2005-01-01,Z07,80.46
37141,2005-02-01,Z07,229.21
37142,2005-03-01,Z07,405.79
37143,2005-04-01,Z07,409.42
37144,2005-05-01,Z07,406.81
37145,2005-06-01,Z07,347.25
37146,2005-07-01,Z07,480.71
37147,2005-08-01,Z07,470.67
37148,2005-09-01,Z07,196.65
37149,2005-10-01,Z07,135.18
37150,2005-11-01,Z07,30.02
37151,2005-12-01,Z07,11.32
37152,2006-01-01,Z07,46.12
37153,2006-02-01,Z07,207.45
37154,2006-03-01,Z07,128.83
37155,2006-04-01,Z07,363.91
37156,2006-05-01,Z07,393.61
37157,2006-06-01,Z07,551.38
37158,2006-07-01,Z07,407.83
37159,2006-08-01,Z07,237.17
37160,2006-09-01,Z07,310.56
37161,2006-10-01,Z07,68.34
37162,2006-11-01,Z07,98.54
37163,2006-12-01,Z07,42.22
37164,2007-01-01,Z07,43.04
37165,2007-02-01,Z07,111.23
37166,2007-03-01,Z07,122.54
37167,2007-04-01,Z07,610.95
37168,2007-05-01,Z07,325.46
37169,2007-06-01,Z07,580.73
37170,2007-07-01,Z07,794.13
37171,2007-08-01,Z07,375.25
37172,2007-09-01,Z07,556.08
37173,2007-10-01,Z07,200.54
37174,2007-11-01,Z07,39.27
37175,2007-12-01,Z07,17.29
37176,2008-01-01,Z07,166.95
37177,2008-02-01,Z07,105.58
37178,2008-03-01,Z07,338.05
37179,2008-04-01,Z07,477.91
37180,2008-05-01,Z07,374.09
37181,2008-06-01,Z07,503.74
37182,2008-07-01,Z07,615.78
37183,2008-08-01,Z07,647.4
37184,2008-09-01,Z07,323.97
37185,2008-10-01,Z07,182.96
37186,2008-11-01,Z07,23.25
37187,2008-12-01,Z07,33.28
37188,2009-01-01,Z07,70.58
37189,2009-02-01,Z07,153.3
37190,2009-03-01,Z07,132.78
37191,2009-04-01,Z07,296.66
37192,2009-05-01,Z07,363.06
37193,2009-06-01,Z07,502.5
37194,2009-07-01,Z07,542.75
37195,2009-08-01,Z07,528.9
37196,2009-09-01,Z07,268.18
37197,2009-10-01,Z07,212.87
37198,2009-11-01,Z07,113.03
37199,2009-12-01,Z07,104.06
37200,2010-01-01,Z07,15.22
37201,2010-02-01,Z07,102.05
37202,2010-03-01,Z07,443.03
37203,2010-04-01,Z07,731.37
37204,2010-05-01,Z07,839.75
37205,2010-06-01,Z07,773.72
37206,2010-07-01,Z07,661.49
37207,2010-08-01,Z07,435.22
37208,2010-09-01,Z07,499.12
37209,2010-10-01,Z07,182.71
37210,2010-11-01,Z07,103.59
37211,2010-12-01,Z07,20.27
37212,2011-01-01,Z07,108.17
37213,2011-02-01,Z07,100.26
37214,2011-03-01,Z07,343.47
37215,2011-04-01,Z07,277.68
37216,2011-05-01,Z07,406.85
37217,2011-06-01,Z07,477.49
37218,2011-07-01,Z07,582.33
37219,2011-08-01,Z07,459.4
37220,2011-09-01,Z07,325.73
37221,2011-10-01,Z07,125.46
37222,2011-11-01,Z07,33.57
37223,2011-12-01,Z07,45.63
37224,2012-01-01,Z07,114.59
37225,2012-02-01,Z07,96.71
37226,2012-03-01,Z07,208.5
37227,2012-04-01,Z07,587.33
37228,2012-05-01,Z07,368.87
37229,2012-06-01,Z07,908.29
37230,2012-07-01,Z07,664.91
37231,2012-08-01,Z07,425.48
37232,2012-09-01,Z07,634.69
37233,2012-10-01,Z07,249.0
37234,2012-11-01,Z07,22.49
37235,2012-12-01,Z07,60.22
37236,2013-01-01,Z07,34.82
37237,2013-02-01,Z07,54.39
37238,2013-03-01,Z07,182.96
37239,2013-04-01,Z07,294.51
37240,2013-05-01,Z07,510.0
37241,2013-06-01,Z07,415.06
37242,2013-07-01,Z07,468.78
37243,2013-08-01,Z07,391.13
37244,2013-09-01,Z07,323.37
37245,2013-10-01,Z07,198.21
37246,2013-11-01,Z07,18.76
37247,2013-12-01,Z07,34.81
37248,2014-01-01,Z07,36.06
37249,2014-02-01,Z07,140.52
37250,2014-03-01,Z07,151.2
37251,2014-04-01,Z07,155.01
37252,2014-05-01,Z07,566.11
37253,2014-06-01,Z07,568.24
37254,2014-07-01,Z07,452.76
37255,2014-08-01,Z07,772.44
37256,2014-09-01,Z07,424.66
37257,2014-10-01,Z07,70.43
37258,2014-11-01,Z07,41.96
37259,2014-12-01,Z07,42.26
37260,2015-01-01,Z07,50.1
37261,2015-02-01,Z07,97.69
37262,2015-03-01,Z07,152.67
37263,2015-04-01,Z07,461.24
37264,2015-05-01,Z07,527.46
37265,2015-06-01,Z07,691.26
37266,2015-07-01,Z07,423.07
37267,2015-08-01,Z07,707.56
37268,2015-09-01,Z07,347.2
37269,2015-10-01,Z07,109.79
37270,2015-11-01,Z07,53.23
37271,2015-12-01,Z07,62.74
37272,2016-01-01,Z07,54.15
37273,2016-02-01,Z07,146.19
37274,2016-03-01,Z07,238.08
37275,2016-04-01,Z07,588.06
37276,2016-05-01,Z07,369.4
37277,2016-06-01,Z07,437.62
37278,2016-07-01,Z07,607.78
37279,2016-08-01,Z07,254.63
37280,2016-09-01,Z07,405.54
37281,2016-10-01,Z07,180.48
37282,2016-11-01,Z07,13.41
37283,2016-12-01,Z07,30.16
37284,2017-01-01,Z07,25.94
37285,2017-02-01,Z07,129.71
37286,2017-03-01,Z07,273.67
37287,2017-04-01,Z07,549.92
37288,2017-05-01,Z07,396.12
37289,2017-06-01,Z07,628.93
37290,2017-07-01,Z07,577.83
37291,2017-08-01,Z07,481.41
37292,2017-09-01,Z07,410.49
37293,2017-10-01,Z07,227.43
37294,2017-11-01,Z07,18.53
37295,2017-12-01,Z07,14.22
37296,1990-01-01,Z09,80.38
37297,1990-02-01,Z09,176.02
37298,1990-03-01,Z09,156.5
37299,1990-04-01,Z09,57.73
37300,1990-05-01,Z09,10.34
37301,1990-06-01,Z09,41.74
37302,1990-07-01,Z09,133.7
37303,1990-08-01,Z09,102.75
37304,1990-09-01,Z09,61.51
37305,1990-10-01,Z09,16.16
37306,1990-11-01,Z09,11.82
37307,1990-12-01,Z09,155.77
37308,1991-01-01,Z09,31.07
37309,1991-02-01,Z09,117.92
37310,1991-03-01,Z09,141.36
37311,1991-04-01,Z09,138.72
37312,1991-05-01,Z09,80.1
37313,1991-06-01,Z09,10.35
37314,1991-07-01,Z09,54.9
37315,1991-08-01,Z09,102.15
37316,1991-09-01,Z09,61.26
37317,1991-10-01,Z09,2.24
37318,1991-11-01,Z09,8.62
37319,1991-12-01,Z09,35.1
37320,1992-01-01,Z09,181.91
37321,1992-02-01,Z09,71.35
37322,1992-03-01,Z09,199.38
37323,1992-04-01,Z09,54.59
37324,1992-05-01,Z09,51.8
37325,1992-06-01,Z09,17.57
37326,1992-07-01,Z09,108.81
37327,1992-08-01,Z09,118.14
37328,1992-09-01,Z09,59.0
37329,1992-10-01,Z09,5.53
37330,1992-11-01,Z09,19.59
37331,1992-12-01,Z09,18.2
37332,1993-01-01,Z09,97.89
37333,1993-02-01,Z09,106.46
37334,1993-03-01,Z09,151.9
37335,1993-04-01,Z09,19.39
37336,1993-05-01,Z09,37.66
37337,1993-06-01,Z09,40.74
37338,1993-07-01,Z09,118.14
37339,1993-08-01,Z09,57.05
37340,1993-09-01,Z09,195.71
37341,1993-10-01,Z09,3.05
37342,1993-11-01,Z09,19.58
37343,1993-12-01,Z09,15.95
37344,1994-01-01,Z09,150.24
37345,1994-02-01,Z09,121.7
37346,1994-03-01,Z09,52.89
37347,1994-04-01,Z09,135.06
37348,1994-05-01,Z09,54.09
37349,1994-06-01,Z09,38.94
37350,1994-07-01,Z09,280.79
37351,1994-08-01,Z09,189.84
37352,1994-09-01,Z09,29.33
37353,1994-10-01,Z09,8.83
37354,1994-11-01,Z09,6.63
37355,1994-12-01,Z09,50.61
37356,1995-01-01,Z09,73.88
37357,1995-02-01,Z09,115.07
37358,1995-03-01,Z09,89.29
37359,1995-04-01,Z09,74.89
37360,1995-05-01,Z09,35.16
37361,1995-06-01,Z09,39.69
37362,1995-07-01,Z09,120.95
37363,1995-08-01,Z09,154.04
37364,1995-09-01,Z09,69.0
37365,1995-10-01,Z09,31.85
37366,1995-11-01,Z09,10.74
37367,1995-12-01,Z09,57.22
37368,1996-01-01,Z09,114.62
37369,1996-02-01,Z09,108.91
37370,1996-03-01,Z09,187.95
37371,1996-04-01,Z09,98.31
37372,1996-05-01,Z09,66.39
37373,1996-06-01,Z09,36.9
37374,1996-07-01,Z09,90.67
37375,1996-08-01,Z09,158.36
37376,1996-09-01,Z09,61.78
37377,1996-10-01,Z09,16.4
37378,1996-11-01,Z09,14.98
37379,1996-12-01,Z09,22.96
37380,1997-01-01,Z09,74.76
37381,1997-02-01,Z09,49.39
37382,1997-03-01,Z09,91.45
37383,1997-04-01,Z09,57.31
37384,1997-05-01,Z09,59.82
37385,1997-06-01,Z09,35.64
37386,1997-07-01,Z09,149.75
37387,1997-08-01,Z09,138.96
37388,1997-09-01,Z09,38.83
37389,1997-10-01,Z09,51.0
37390,1997-11-01,Z09,89.81
37391,1997-12-01,Z09,72.67
37392,1998-01-01,Z09,46.56
37393,1998-02-01,Z09,119.33
37394,1998-03-01,Z09,98.88
37395,1998-04-01,Z09,36.41
37396,1998-05-01,Z09,54.42
37397,1998-06-01,Z09,133.02
37398,1998-07-01,Z09,87.79
37399,1998-08-01,Z09,81.65
37400,1998-09-01,Z09,66.66
37401,1998-10-01,Z09,183.55
37402,1998-11-01,Z09,19.27
37403,1998-12-01,Z09,5.23
37404,1999-01-01,Z09,91.55
37405,1999-02-01,Z09,63.22
37406,1999-03-01,Z09,90.72
37407,1999-04-01,Z09,41.01
37408,1999-05-01,Z09,54.44
37409,1999-06-01,Z09,41.71
37410,1999-07-01,Z09,121.53
37411,1999-08-01,Z09,79.55
37412,1999-09-01,Z09,62.22
37413,1999-10-01,Z09,18.0
37414,1999-11-01,Z09,8.96
37415,1999-12-01,Z09,3.05
37416,2000-01-01,Z09,82.74
37417,2000-02-01,Z09,95.18
37418,2000-03-01,Z09,104.09
37419,2000-04-01,Z09,21.76
37420,2000-05-01,Z09,31.09
37421,2000-06-01,Z09,183.58
37422,2000-07-01,Z09,141.83
37423,2000-08-01,Z09,68.73
37424,2000-09-01,Z09,32.01
37425,2000-10-01,Z09,3.16
37426,2000-11-01,Z09,32.79
37427,2000-12-01,Z09,19.41
37428,2001-01-01,Z09,34.58
37429,2001-02-01,Z09,50.07
37430,2001-03-01,Z09,102.72
37431,2001-04-01,Z09,56.9
37432,2001-05-01,Z09,18.49
37433,2001-06-01,Z09,67.36
37434,2001-07-01,Z09,125.74
37435,2001-08-01,Z09,87.18
37436,2001-09-01,Z09,9.09
37437,2001-10-01,Z09,5.59
37438,2001-11-01,Z09,8.42
37439,2001-12-01,Z09,47.99
37440,2002-01-01,Z09,64.04
37441,2002-02-01,Z09,124.74
37442,2002-03-01,Z09,139.82
37443,2002-04-01,Z09,85.5
37444,2002-05-01,Z09,15.33
37445,2002-06-01,Z09,28.68
37446,2002-07-01,Z09,31.02
37447,2002-08-01,Z09,164.95
37448,2002-09-01,Z09,123.48
37449,2002-10-01,Z09,16.91
37450,2002-11-01,Z09,10.71
37451,2002-12-01,Z09,28.21
37452,2003-01-01,Z09,57.04
37453,2003-02-01,Z09,140.53
37454,2003-03-01,Z09,101.95
37455,2003-04-01,Z09,88.42
37456,2003-05-01,Z09,64.8
37457,2003-06-01,Z09,33.63
37458,2003-07-01,Z09,138.54
37459,2003-08-01,Z09,89.27
37460,2003-09-01,Z09,60.28
37461,2003-10-01,Z09,6.78
37462,2003-11-01,Z09,19.53
37463,2003-12-01,Z09,57.37
37464,2004-01-01,Z09,94.9
37465,2004-02-01,Z09,37.13
37466,2004-03-01,Z09,19.01
37467,2004-04-01,Z09,98.71
37468,2004-05-01,Z09,13.01
37469,2004-06-01,Z09,43.64
37470,2004-07-01,Z09,68.77
37471,2004-08-01,Z09,103.87
37472,2004-09-01,Z09,56.05
37473,2004-10-01,Z09,53.23
37474,2004-11-01,Z09,10.81
37475,2004-12-01,Z09,59.96
37476,2005-01-01,Z09,89.12
37477,2005-02-01,Z09,183.56
37478,2005-03-01,Z09,88.75
37479,2005-04-01,Z09,102.11
37480,2005-05-01,Z09,71.58
37481,2005-06-01,Z09,25.78
37482,2005-07-01,Z09,123.74
37483,2005-08-01,Z09,53.98
37484,2005-09-01,Z09,173.69
37485,2005-10-01,Z09,8.04
37486,2005-11-01,Z09,5.21
37487,2005-12-01,Z09,12.95
37488,2006-01-01,Z09,194.25
37489,2006-02-01,Z09,72.71
37490,2006-03-01,Z09,85.06
37491,2006-04-01,Z09,91.81
37492,2006-05-01,Z09,16.01
37493,2006-06-01,Z09,62.65
37494,2006-07-01,Z09,163.53
37495,2006-08-01,Z09,141.35
37496,2006-09-01,Z09,40.62
37497,2006-10-01,Z09,15.11
37498,2006-11-01,Z09,32.54
37499,2006-12-01,Z09,98.18
37500,2007-01-01,Z09,13.13
37501,2007-02-01,Z09,141.52
37502,2007-03-01,Z09,134.0
37503,2007-04-01,Z09,16.85
37504,2007-05-01,Z09,49.98
37505,2007-06-01,Z09,56.31
37506,2007-07-01,Z09,82.64
37507,2007-08-01,Z09,172.7
37508,2007-09-01,Z09,50.77
37509,2007-10-01,Z09,14.76
37510,2007-11-01,Z09,6.66
37511,2007-12-01,Z09,43.83
37512,2008-01-01,Z09,217.36
37513,2008-02-01,Z09,57.89
37514,2008-03-01,Z09,31.19
37515,2008-04-01,Z09,67.19
37516,2008-05-01,Z09,32.05
37517,2008-06-01,Z09,94.49
37518,2008-07-01,Z09,128.44
37519,2008-08-01,Z09,150.66
37520,2008-09-01,Z09,118.4
37521,2008-10-01,Z09,10.91
37522,2008-11-01,Z09,13.64
37523,2008-12-01,Z09,80.93
37524,2009-01-01,Z09,92.58
37525,2009-02-01,Z09,78.22
37526,2009-03-01,Z09,52.52
37527,2009-04-01,Z09,65.6
37528,2009-05-01,Z09,46.32
37529,2009-06-01,Z09,17.68
37530,2009-07-01,Z09,83.54
37531,2009-08-01,Z09,76.79
37532,2009-09-01,Z09,123.77
37533,2009-10-01,Z09,19.39
37534,2009-11-01,Z09,39.48
37535,2009-12-01,Z09,38.7
37536,2010-01-01,Z09,46.84
37537,2010-02-01,Z09,125.61
37538,2010-03-01,Z09,51.44
37539,2010-04-01,Z09,73.47
37540,2010-05-01,Z09,56.36
37541,2010-06-01,Z09,65.86
37542,2010-07-01,Z09,123.48
37543,2010-08-01,Z09,132.9
37544,2010-09-01,Z09,235.79
37545,2010-10-01,Z09,23.19
37546,2010-11-01,Z09,7.72
37547,2010-12-01,Z09,60.36
37548,2011-01-01,Z09,45.69
37549,2011-02-01,Z09,193.14
37550,2011-03-01,Z09,102.05
37551,2011-04-01,Z09,82.7
37552,2011-05-01,Z09,18.81
37553,2011-06-01,Z09,59.54
37554,2011-07-01,Z09,91.13
37555,2011-08-01,Z09,184.81
37556,2011-09-01,Z09,57.12
37557,2011-10-01,Z09,10.11
37558,2011-11-01,Z09,4.79
37559,2011-12-01,Z09,13.55
37560,2012-01-01,Z09,88.15
37561,2012-02-01,Z09,138.86
37562,2012-03-01,Z09,109.6
37563,2012-04-01,Z09,61.94
37564,2012-05-01,Z09,27.1
37565,2012-06-01,Z09,22.43
37566,2012-07-01,Z09,77.07
37567,2012-08-01,Z09,173.86
37568,2012-09-01,Z09,47.63
37569,2012-10-01,Z09,15.02
37570,2012-11-01,Z09,17.02
37571,2012-12-01,Z09,56.99
37572,2013-01-01,Z09,98.82
37573,2013-02-01,Z09,207.3
37574,2013-03-01,Z09,56.97
37575,2013-04-01,Z09,43.69
37576,2013-05-01,Z09,32.49
37577,2013-06-01,Z09,233.03
37578,2013-07-01,Z09,72.98
37579,2013-08-01,Z09,150.49
37580,2013-09-01,Z09,67.06
37581,2013-10-01,Z09,23.27
37582,2013-11-01,Z09,24.96
37583,2013-12-01,Z09,29.38
37584,2014-01-01,Z09,77.51
37585,2014-02-01,Z09,156.18
37586,2014-03-01,Z09,125.89
37587,2014-04-01,Z09,73.66
37588,2014-05-01,Z09,54.7
37589,2014-06-01,Z09,21.94
37590,2014-07-01,Z09,153.84
37591,2014-08-01,Z09,50.46
37592,2014-09-01,Z09,39.01
37593,2014-10-01,Z09,16.09
37594,2014-11-01,Z09,9.73
37595,2014-12-01,Z09,34.56
37596,2015-01-01,Z09,102.91
37597,2015-02-01,Z09,133.23
37598,2015-03-01,Z09,147.85
37599,2015-04-01,Z09,82.86
37600,2015-05-01,Z09,36.3
37601,2015-06-01,Z09,68.49
37602,2015-07-01,Z09,195.56
37603,2015-08-01,Z09,82.55
37604,2015-09-01,Z09,36.99
37605,2015-10-01,Z09,19.14
37606,2015-11-01,Z09,18.83
37607,2015-12-01,Z09,35.7
37608,2016-01-01,Z09,39.92
37609,2016-02-01,Z09,67.64
37610,2016-03-01,Z09,81.98
