,month,gadm0,pre
22199,1991-12-01,DOM,31.18
22200,1992-01-01,DOM,47.43
22201,1992-02-01,DOM,36.28
22202,1992-03-01,DOM,51.08
22203,1992-04-01,DOM,158.92
22204,1992-05-01,DOM,306.89
22205,1992-06-01,DOM,96.83
22206,1992-07-01,DOM,70.91
22207,1992-08-01,DOM,81.85
22208,1992-09-01,DOM,140.08
22209,1992-10-01,DOM,74.05
22210,1992-11-01,DOM,84.69
22211,1992-12-01,DOM,53.02
22212,1993-01-01,DOM,65.61
22213,1993-02-01,DOM,41.47
22214,1993-03-01,DOM,87.06
22215,1993-04-01,DOM,170.96
22216,1993-05-01,DOM,246.69
22217,1993-06-01,DOM,110.59
22218,1993-07-01,DOM,85.77
22219,1993-08-01,DOM,83.74
22220,1993-09-01,DOM,104.87
22221,1993-10-01,DOM,64.38
22222,1993-11-01,DOM,90.06
22223,1993-12-01,DOM,34.25
22224,1994-01-01,DOM,46.69
22225,1994-02-01,DOM,37.85
22226,1994-03-01,DOM,73.44
22227,1994-04-01,DOM,88.35
22228,1994-05-01,DOM,111.72
22229,1994-06-01,DOM,44.3
22230,1994-07-01,DOM,36.52
22231,1994-08-01,DOM,66.94
22232,1994-09-01,DOM,84.11
22233,1994-10-01,DOM,142.1
22234,1994-11-01,DOM,67.34
22235,1994-12-01,DOM,45.07
22236,1995-01-01,DOM,24.4
22237,1995-02-01,DOM,70.82
22238,1995-03-01,DOM,52.67
22239,1995-04-01,DOM,40.49
22240,1995-05-01,DOM,99.65
22241,1995-06-01,DOM,64.09
22242,1995-07-01,DOM,107.31
22243,1995-08-01,DOM,134.9
22244,1995-09-01,DOM,140.12
22245,1995-10-01,DOM,92.72
22246,1995-11-01,DOM,54.54
22247,1995-12-01,DOM,38.59
22248,1996-01-01,DOM,47.02
22249,1996-02-01,DOM,70.98
22250,1996-03-01,DOM,91.8
22251,1996-04-01,DOM,89.59
22252,1996-05-01,DOM,126.34
22253,1996-06-01,DOM,105.64
22254,1996-07-01,DOM,88.0
22255,1996-08-01,DOM,99.89
22256,1996-09-01,DOM,157.51
22257,1996-10-01,DOM,99.24
22258,1996-11-01,DOM,144.3
22259,1996-12-01,DOM,26.49
22260,1997-01-01,DOM,35.96
22261,1997-02-01,DOM,38.17
22262,1997-03-01,DOM,37.53
22263,1997-04-01,DOM,36.15
22264,1997-05-01,DOM,70.53
22265,1997-06-01,DOM,71.62
22266,1997-07-01,DOM,70.78
22267,1997-08-01,DOM,88.39
22268,1997-09-01,DOM,79.87
22269,1997-10-01,DOM,126.02
22270,1997-11-01,DOM,67.59
22271,1997-12-01,DOM,27.37
22272,1998-01-01,DOM,55.79
22273,1998-02-01,DOM,37.92
22274,1998-03-01,DOM,86.2
22275,1998-04-01,DOM,57.58
22276,1998-05-01,DOM,124.06
22277,1998-06-01,DOM,105.84
22278,1998-07-01,DOM,78.72
22279,1998-08-01,DOM,129.68
22280,1998-09-01,DOM,222.5
22281,1998-10-01,DOM,145.32
22282,1998-11-01,DOM,92.36
22283,1998-12-01,DOM,85.71
22284,1999-01-01,DOM,44.31
22285,1999-02-01,DOM,42.39
22286,1999-03-01,DOM,85.46
22287,1999-04-01,DOM,36.92
22288,1999-05-01,DOM,130.39
22289,1999-06-01,DOM,182.65
22290,1999-07-01,DOM,88.72
22291,1999-08-01,DOM,100.42
22292,1999-09-01,DOM,103.47
22293,1999-10-01,DOM,137.89
22294,1999-11-01,DOM,142.3
22295,1999-12-01,DOM,36.07
22296,2000-01-01,DOM,41.08
22297,2000-02-01,DOM,29.26
22298,2000-03-01,DOM,21.77
22299,2000-04-01,DOM,57.79
22300,2000-05-01,DOM,115.2
22301,2000-06-01,DOM,45.89
22302,2000-07-01,DOM,56.22
22303,2000-08-01,DOM,95.69
22304,2000-09-01,DOM,161.67
22305,2000-10-01,DOM,125.03
22306,2000-11-01,DOM,37.13
22307,2000-12-01,DOM,51.76
22308,2001-01-01,DOM,47.98
22309,2001-02-01,DOM,28.21
22310,2001-03-01,DOM,55.73
22311,2001-04-01,DOM,72.26
22312,2001-05-01,DOM,174.56
22313,2001-06-01,DOM,59.31
22314,2001-07-01,DOM,78.97
22315,2001-08-01,DOM,81.47
22316,2001-09-01,DOM,76.18
22317,2001-10-01,DOM,107.15
22318,2001-11-01,DOM,65.19
22319,2001-12-01,DOM,82.34
22320,2002-01-01,DOM,29.09
22321,2002-02-01,DOM,26.91
22322,2002-03-01,DOM,41.38
22323,2002-04-01,DOM,96.02
22324,2002-05-01,DOM,66.77
22325,2002-06-01,DOM,130.79
22326,2002-07-01,DOM,58.43
22327,2002-08-01,DOM,89.58
22328,2002-09-01,DOM,134.39
22329,2002-10-01,DOM,76.8
22330,2002-11-01,DOM,35.16
22331,2002-12-01,DOM,39.63
22332,2003-01-01,DOM,47.75
22333,2003-02-01,DOM,24.11
22334,2003-03-01,DOM,33.82
22335,2003-04-01,DOM,143.58
22336,2003-05-01,DOM,81.24
22337,2003-06-01,DOM,85.17
22338,2003-07-01,DOM,75.14
22339,2003-08-01,DOM,127.62
22340,2003-09-01,DOM,78.33
22341,2003-10-01,DOM,163.26
22342,2003-11-01,DOM,89.03
22343,2003-12-01,DOM,102.85
22344,2004-01-01,DOM,40.85
22345,2004-02-01,DOM,33.42
22346,2004-03-01,DOM,55.18
22347,2004-04-01,DOM,115.99
22348,2004-05-01,DOM,156.45
22349,2004-06-01,DOM,71.49
22350,2004-07-01,DOM,106.57
22351,2004-08-01,DOM,67.57
22352,2004-09-01,DOM,210.31
22353,2004-10-01,DOM,96.47
22354,2004-11-01,DOM,66.16
22355,2004-12-01,DOM,58.89
22356,2005-01-01,DOM,57.78
22357,2005-02-01,DOM,12.4
22358,2005-03-01,DOM,16.17
22359,2005-04-01,DOM,96.63
22360,2005-05-01,DOM,237.91
22361,2005-06-01,DOM,163.86
22362,2005-07-01,DOM,136.33
22363,2005-08-01,DOM,147.39
22364,2005-09-01,DOM,116.43
22365,2005-10-01,DOM,239.14
22366,2005-11-01,DOM,66.66
22367,2005-12-01,DOM,29.8
22368,2006-01-01,DOM,40.43
22369,2006-02-01,DOM,40.76
22370,2006-03-01,DOM,50.47
22371,2006-04-01,DOM,120.74
22372,2006-05-01,DOM,83.39
22373,2006-06-01,DOM,119.31
22374,2006-07-01,DOM,127.7
22375,2006-08-01,DOM,140.11
22376,2006-09-01,DOM,86.62
22377,2006-10-01,DOM,96.46
22378,2006-11-01,DOM,60.94
22379,2006-12-01,DOM,40.52
22380,2007-01-01,DOM,31.54
22381,2007-02-01,DOM,29.84
22382,2007-03-01,DOM,134.11
22383,2007-04-01,DOM,80.32
22384,2007-05-01,DOM,176.47
22385,2007-06-01,DOM,96.25
22386,2007-07-01,DOM,88.67
22387,2007-08-01,DOM,139.56
22388,2007-09-01,DOM,86.75
22389,2007-10-01,DOM,259.26
22390,2007-11-01,DOM,79.64
22391,2007-12-01,DOM,92.92
22392,2008-01-01,DOM,51.98
22393,2008-02-01,DOM,21.91
22394,2008-03-01,DOM,28.69
22395,2008-04-01,DOM,113.48
22396,2008-05-01,DOM,93.48
22397,2008-06-01,DOM,114.17
22398,2008-07-01,DOM,51.24
22399,2008-08-01,DOM,184.05
22400,2008-09-01,DOM,244.38
22401,2008-10-01,DOM,81.11
22402,2008-11-01,DOM,88.65
22403,2008-12-01,DOM,35.7
22404,2009-01-01,DOM,44.13
22405,2009-02-01,DOM,78.16
22406,2009-03-01,DOM,62.78
22407,2009-04-01,DOM,70.09
22408,2009-05-01,DOM,204.05
22409,2009-06-01,DOM,120.96
22410,2009-07-01,DOM,77.62
22411,2009-08-01,DOM,77.13
22412,2009-09-01,DOM,100.21
22413,2009-10-01,DOM,62.26
22414,2009-11-01,DOM,49.38
22415,2009-12-01,DOM,58.95
22416,2010-01-01,DOM,55.2
22417,2010-02-01,DOM,33.49
22418,2010-03-01,DOM,49.37
22419,2010-04-01,DOM,70.35
22420,2010-05-01,DOM,213.23
22421,2010-06-01,DOM,179.76
22422,2010-07-01,DOM,172.81
22423,2010-08-01,DOM,105.46
22424,2010-09-01,DOM,136.74
22425,2010-10-01,DOM,127.68
22426,2010-11-01,DOM,87.13
22427,2010-12-01,DOM,50.3
22428,2011-01-01,DOM,21.14
22429,2011-02-01,DOM,36.34
22430,2011-03-01,DOM,21.14
22431,2011-04-01,DOM,49.19
22432,2011-05-01,DOM,172.75
22433,2011-06-01,DOM,187.14
22434,2011-07-01,DOM,178.73
22435,2011-08-01,DOM,169.55
22436,2011-09-01,DOM,132.68
22437,2011-10-01,DOM,97.72
22438,2011-11-01,DOM,74.36
22439,2011-12-01,DOM,36.36
22440,2012-01-01,DOM,42.61
22441,2012-02-01,DOM,38.82
22442,2012-03-01,DOM,67.81
22443,2012-04-01,DOM,172.11
22444,2012-05-01,DOM,113.36
22445,2012-06-01,DOM,57.47
22446,2012-07-01,DOM,89.42
22447,2012-08-01,DOM,194.2
22448,2012-09-01,DOM,70.93
22449,2012-10-01,DOM,194.94
22450,2012-11-01,DOM,106.65
22451,2012-12-01,DOM,50.44
22452,2013-01-01,DOM,28.01
22453,2013-02-01,DOM,15.7
22454,2013-03-01,DOM,58.33
22455,2013-04-01,DOM,42.5
22456,2013-05-01,DOM,182.05
22457,2013-06-01,DOM,97.15
22458,2013-07-01,DOM,102.69
22459,2013-08-01,DOM,89.03
22460,2013-09-01,DOM,114.65
22461,2013-10-01,DOM,119.2
22462,2013-11-01,DOM,64.74
22463,2013-12-01,DOM,44.19
22464,2014-01-01,DOM,24.87
22465,2014-02-01,DOM,26.61
22466,2014-03-01,DOM,32.82
22467,2014-04-01,DOM,51.76
22468,2014-05-01,DOM,114.13
22469,2014-06-01,DOM,36.76
22470,2014-07-01,DOM,56.23
22471,2014-08-01,DOM,121.66
22472,2014-09-01,DOM,104.37
22473,2014-10-01,DOM,79.84
22474,2014-11-01,DOM,98.6
22475,2014-12-01,DOM,50.55
22476,2015-01-01,DOM,58.57
22477,2015-02-01,DOM,79.01
22478,2015-03-01,DOM,39.24
22479,2015-04-01,DOM,27.74
22480,2015-05-01,DOM,66.4
22481,2015-06-01,DOM,65.69
22482,2015-07-01,DOM,38.97
22483,2015-08-01,DOM,89.73
22484,2015-09-01,DOM,83.1
22485,2015-10-01,DOM,82.17
22486,2015-11-01,DOM,75.76
22487,2015-12-01,DOM,37.04
22488,2016-01-01,DOM,28.37
22489,2016-02-01,DOM,36.64
22490,2016-03-01,DOM,48.85
22491,2016-04-01,DOM,157.11
22492,2016-05-01,DOM,160.75
22493,2016-06-01,DOM,93.29
22494,2016-07-01,DOM,73.62
22495,2016-08-01,DOM,126.72
22496,2016-09-01,DOM,71.76
22497,2016-10-01,DOM,200.5
22498,2016-11-01,DOM,209.32
22499,2016-12-01,DOM,47.61
22500,2017-01-01,DOM,43.68
22501,2017-02-01,DOM,32.77
22502,2017-03-01,DOM,103.23
22503,2017-04-01,DOM,173.86
22504,2017-05-01,DOM,113.8
22505,2017-06-01,DOM,74.02
22506,2017-07-01,DOM,98.43
22507,2017-08-01,DOM,111.35
22508,2017-09-01,DOM,197.58
22509,2017-10-01,DOM,119.84
22510,2017-11-01,DOM,185.83
22511,2017-12-01,DOM,35.2
22512,1990-01-01,DZA,65.02
22513,1990-02-01,DZA,1.65
22514,1990-03-01,DZA,43.31
22515,1990-04-01,DZA,71.28
22516,1990-05-01,DZA,82.54
22517,1990-06-01,DZA,16.7
22518,1990-07-01,DZA,13.85
22519,1990-08-01,DZA,21.4
22520,1990-09-01,DZA,18.1
22521,1990-10-01,DZA,23.61
22522,1990-11-01,DZA,71.8
22523,1990-12-01,DZA,74.27
22524,1991-01-01,DZA,38.68
22525,1991-02-01,DZA,63.66
22526,1991-03-01,DZA,116.83
22527,1991-04-01,DZA,42.48
22528,1991-05-01,DZA,38.27
22529,1991-06-01,DZA,12.86
22530,1991-07-01,DZA,5.72
22531,1991-08-01,DZA,15.6
22532,1991-09-01,DZA,31.8
22533,1991-10-01,DZA,75.26
22534,1991-11-01,DZA,30.11
22535,1991-12-01,DZA,20.19
22536,1992-01-01,DZA,58.29
22537,1992-02-01,DZA,27.45
22538,1992-03-01,DZA,74.37
22539,1992-04-01,DZA,76.61
22540,1992-05-01,DZA,83.19
22541,1992-06-01,DZA,30.93
22542,1992-07-01,DZA,21.86
22543,1992-08-01,DZA,4.72
22544,1992-09-01,DZA,13.77
22545,1992-10-01,DZA,40.68
22546,1992-11-01,DZA,43.91
22547,1992-12-01,DZA,56.38
22548,1993-01-01,DZA,16.05
22549,1993-02-01,DZA,50.26
22550,1993-03-01,DZA,37.85
22551,1993-04-01,DZA,46.29
22552,1993-05-01,DZA,38.81
22553,1993-06-01,DZA,9.26
22554,1993-07-01,DZA,4.38
22555,1993-08-01,DZA,9.94
22556,1993-09-01,DZA,33.43
22557,1993-10-01,DZA,28.81
22558,1993-11-01,DZA,51.47
22559,1993-12-01,DZA,45.96
22560,1994-01-01,DZA,53.12
22561,1994-02-01,DZA,52.7
22562,1994-03-01,DZA,15.93
22563,1994-04-01,DZA,39.08
22564,1994-05-01,DZA,15.56
22565,1994-06-01,DZA,5.56
22566,1994-07-01,DZA,4.02
22567,1994-08-01,DZA,6.92
22568,1994-09-01,DZA,60.11
22569,1994-10-01,DZA,66.1
22570,1994-11-01,DZA,29.35
22571,1994-12-01,DZA,25.68
22572,1995-01-01,DZA,79.37
22573,1995-02-01,DZA,29.17
22574,1995-03-01,DZA,71.79
22575,1995-04-01,DZA,31.43
22576,1995-05-01,DZA,6.55
22577,1995-06-01,DZA,24.27
22578,1995-07-01,DZA,4.47
22579,1995-08-01,DZA,24.15
22580,1995-09-01,DZA,43.76
22581,1995-10-01,DZA,33.03
22582,1995-11-01,DZA,30.79
22583,1995-12-01,DZA,49.72
22584,1996-01-01,DZA,66.17
22585,1996-02-01,DZA,117.57
22586,1996-03-01,DZA,69.54
22587,1996-04-01,DZA,78.46
22588,1996-05-01,DZA,55.74
22589,1996-06-01,DZA,42.29
22590,1996-07-01,DZA,15.56
22591,1996-08-01,DZA,17.76
22592,1996-09-01,DZA,31.56
22593,1996-10-01,DZA,23.14
22594,1996-11-01,DZA,18.61
22595,1996-12-01,DZA,40.98
22596,1997-01-01,DZA,49.48
22597,1997-02-01,DZA,13.28
22598,1997-03-01,DZA,11.92
22599,1997-04-01,DZA,75.45
22600,1997-05-01,DZA,28.1
22601,1997-06-01,DZA,12.24
22602,1997-07-01,DZA,6.29
22603,1997-08-01,DZA,27.86
22604,1997-09-01,DZA,53.68
22605,1997-10-01,DZA,40.67
22606,1997-11-01,DZA,87.56
22607,1997-12-01,DZA,52.28
22608,1998-01-01,DZA,26.64
22609,1998-02-01,DZA,35.58
22610,1998-03-01,DZA,28.57
22611,1998-04-01,DZA,59.92
22612,1998-05-01,DZA,87.63
22613,1998-06-01,DZA,13.73
22614,1998-07-01,DZA,1.72
22615,1998-08-01,DZA,15.13
22616,1998-09-01,DZA,38.3
22617,1998-10-01,DZA,33.29
22618,1998-11-01,DZA,52.86
22619,1998-12-01,DZA,31.76
22620,1999-01-01,DZA,84.3
22621,1999-02-01,DZA,46.75
22622,1999-03-01,DZA,65.47
22623,1999-04-01,DZA,12.44
22624,1999-05-01,DZA,19.46
22625,1999-06-01,DZA,11.96
22626,1999-07-01,DZA,6.71
22627,1999-08-01,DZA,10.01
22628,1999-09-01,DZA,26.93
22629,1999-10-01,DZA,35.55
22630,1999-11-01,DZA,58.87
22631,1999-12-01,DZA,90.6
22632,2000-01-01,DZA,12.16
22633,2000-02-01,DZA,8.45
22634,2000-03-01,DZA,22.45
22635,2000-04-01,DZA,25.29
22636,2000-05-01,DZA,58.02
22637,2000-06-01,DZA,14.59
22638,2000-07-01,DZA,2.87
22639,2000-08-01,DZA,9.24
22640,2000-09-01,DZA,26.91
22641,2000-10-01,DZA,47.01
22642,2000-11-01,DZA,41.56
22643,2000-12-01,DZA,32.27
22644,2001-01-01,DZA,75.81
22645,2001-02-01,DZA,42.67
22646,2001-03-01,DZA,17.53
22647,2001-04-01,DZA,38.66
22648,2001-05-01,DZA,38.05
22649,2001-06-01,DZA,4.83
22650,2001-07-01,DZA,5.34
22651,2001-08-01,DZA,11.26
22652,2001-09-01,DZA,48.27
22653,2001-10-01,DZA,17.25
22654,2001-11-01,DZA,63.57
22655,2001-12-01,DZA,33.22
22656,2002-01-01,DZA,16.46
22657,2002-02-01,DZA,23.4
22658,2002-03-01,DZA,35.27
22659,2002-04-01,DZA,48.91
22660,2002-05-01,DZA,34.12
22661,2002-06-01,DZA,9.99
22662,2002-07-01,DZA,15.6
22663,2002-08-01,DZA,36.29
22664,2002-09-01,DZA,16.22
22665,2002-10-01,DZA,22.97
22666,2002-11-01,DZA,94.67
22667,2002-12-01,DZA,53.17
22668,2003-01-01,DZA,132.4
22669,2003-02-01,DZA,78.0
22670,2003-03-01,DZA,28.86
22671,2003-04-01,DZA,81.86
22672,2003-05-01,DZA,41.37
22673,2003-06-01,DZA,13.0
22674,2003-07-01,DZA,8.98
22675,2003-08-01,DZA,13.12
22676,2003-09-01,DZA,36.08
22677,2003-10-01,DZA,66.48
22678,2003-11-01,DZA,49.3
22679,2003-12-01,DZA,96.8
22680,2004-01-01,DZA,47.23
22681,2004-02-01,DZA,28.05
22682,2004-03-01,DZA,52.78
22683,2004-04-01,DZA,72.39
22684,2004-05-01,DZA,90.94
22685,2004-06-01,DZA,32.69
22686,2004-07-01,DZA,5.28
22687,2004-08-01,DZA,19.95
22688,2004-09-01,DZA,23.53
22689,2004-10-01,DZA,39.72
22690,2004-11-01,DZA,73.7
22691,2004-12-01,DZA,88.22
22692,2005-01-01,DZA,37.14
22693,2005-02-01,DZA,61.14
22694,2005-03-01,DZA,35.55
22695,2005-04-01,DZA,37.46
22696,2005-05-01,DZA,7.83
22697,2005-06-01,DZA,16.08
22698,2005-07-01,DZA,7.12
22699,2005-08-01,DZA,15.56
22700,2005-09-01,DZA,35.39
22701,2005-10-01,DZA,41.23
22702,2005-11-01,DZA,58.58
22703,2005-12-01,DZA,50.17
22704,2006-01-01,DZA,78.75
22705,2006-02-01,DZA,66.14
22706,2006-03-01,DZA,25.56
22707,2006-04-01,DZA,43.71
22708,2006-05-01,DZA,65.75
22709,2006-06-01,DZA,12.56
22710,2006-07-01,DZA,9.78
22711,2006-08-01,DZA,8.47
22712,2006-09-01,DZA,26.3
22713,2006-10-01,DZA,14.6
22714,2006-11-01,DZA,23.22
22715,2006-12-01,DZA,78.56
22716,2007-01-01,DZA,20.44
22717,2007-02-01,DZA,50.19
22718,2007-03-01,DZA,105.42
22719,2007-04-01,DZA,106.32
22720,2007-05-01,DZA,31.46
22721,2007-06-01,DZA,11.16
22722,2007-07-01,DZA,4.25
22723,2007-08-01,DZA,10.55
22724,2007-09-01,DZA,37.46
22725,2007-10-01,DZA,64.59
22726,2007-11-01,DZA,46.84
22727,2007-12-01,DZA,38.75
22728,2008-01-01,DZA,17.77
22729,2008-02-01,DZA,25.14
22730,2008-03-01,DZA,47.83
22731,2008-04-01,DZA,24.86
22732,2008-05-01,DZA,71.72
22733,2008-06-01,DZA,20.92
22734,2008-07-01,DZA,12.74
22735,2008-08-01,DZA,15.32
22736,2008-09-01,DZA,60.11
22737,2008-10-01,DZA,74.59
22738,2008-11-01,DZA,53.6
22739,2008-12-01,DZA,67.16
22740,2009-01-01,DZA,110.3
22741,2009-02-01,DZA,37.84
22742,2009-03-01,DZA,67.52
22743,2009-04-01,DZA,96.9
22744,2009-05-01,DZA,34.25
22745,2009-06-01,DZA,4.73
22746,2009-07-01,DZA,6.98
22747,2009-08-01,DZA,13.25
22748,2009-09-01,DZA,72.24
22749,2009-10-01,DZA,23.89
22750,2009-11-01,DZA,35.47
22751,2009-12-01,DZA,50.59
22752,2010-01-01,DZA,62.84
22753,2010-02-01,DZA,67.96
22754,2010-03-01,DZA,66.81
22755,2010-04-01,DZA,47.09
22756,2010-05-01,DZA,54.5
22757,2010-06-01,DZA,20.66
22758,2010-07-01,DZA,7.22
22759,2010-08-01,DZA,27.04
22760,2010-09-01,DZA,23.51
22761,2010-10-01,DZA,63.21
22762,2010-11-01,DZA,57.14
22763,2010-12-01,DZA,32.79
22764,2011-01-01,DZA,41.16
22765,2011-02-01,DZA,83.22
22766,2011-03-01,DZA,55.12
22767,2011-04-01,DZA,71.65
22768,2011-05-01,DZA,75.01
22769,2011-06-01,DZA,41.91
22770,2011-07-01,DZA,9.02
22771,2011-08-01,DZA,10.64
22772,2011-09-01,DZA,20.69
22773,2011-10-01,DZA,64.77
22774,2011-11-01,DZA,57.45
22775,2011-12-01,DZA,36.53
22776,2012-01-01,DZA,29.11
22777,2012-02-01,DZA,77.47
22778,2012-03-01,DZA,62.2
22779,2012-04-01,DZA,87.06
22780,2012-05-01,DZA,17.39
22781,2012-06-01,DZA,8.66
22782,2012-07-01,DZA,5.95
22783,2012-08-01,DZA,11.72
22784,2012-09-01,DZA,26.85
22785,2012-10-01,DZA,48.57
22786,2012-11-01,DZA,95.98
22787,2012-12-01,DZA,21.23
22788,2013-01-01,DZA,74.33
22789,2013-02-01,DZA,69.9
22790,2013-03-01,DZA,67.01
22791,2013-04-01,DZA,72.07
22792,2013-05-01,DZA,63.36
22793,2013-06-01,DZA,5.11
22794,2013-07-01,DZA,10.9
22795,2013-08-01,DZA,25.89
22796,2013-09-01,DZA,35.92
22797,2013-10-01,DZA,24.08
22798,2013-11-01,DZA,77.92
22799,2013-12-01,DZA,59.13
22800,2014-01-01,DZA,62.16
22801,2014-02-01,DZA,46.83
22802,2014-03-01,DZA,100.58
22803,2014-04-01,DZA,19.57
22804,2014-05-01,DZA,39.29
22805,2014-06-01,DZA,35.68
22806,2014-07-01,DZA,3.67
22807,2014-08-01,DZA,5.95
22808,2014-09-01,DZA,37.75
22809,2014-10-01,DZA,34.79
22810,2014-11-01,DZA,56.86
22811,2014-12-01,DZA,79.37
22812,2015-01-01,DZA,71.45
22813,2015-02-01,DZA,101.18
22814,2015-03-01,DZA,49.58
22815,2015-04-01,DZA,7.47
22816,2015-05-01,DZA,27.13
22817,2015-06-01,DZA,16.4
22818,2015-07-01,DZA,4.04
22819,2015-08-01,DZA,21.84
22820,2015-09-01,DZA,32.11
22821,2015-10-01,DZA,66.97
22822,2015-11-01,DZA,39.29
22823,2015-12-01,DZA,0.81
22824,2016-01-01,DZA,34.13
22825,2016-02-01,DZA,50.88
22826,2016-03-01,DZA,80.55
22827,2016-04-01,DZA,58.51
22828,2016-05-01,DZA,45.37
22829,2016-06-01,DZA,12.1
22830,2016-07-01,DZA,4.89
22831,2016-08-01,DZA,6.3
22832,2016-09-01,DZA,25.78
22833,2016-10-01,DZA,21.44
22834,2016-11-01,DZA,59.76
22835,2016-12-01,DZA,47.7
22836,2017-01-01,DZA,105.01
22837,2017-02-01,DZA,25.89
22838,2017-03-01,DZA,21.3
22839,2017-04-01,DZA,31.0
22840,2017-05-01,DZA,19.26
22841,2017-06-01,DZA,20.58
22842,2017-07-01,DZA,5.1
22843,2017-08-01,DZA,13.35
22844,2017-09-01,DZA,16.76
22845,2017-10-01,DZA,27.98
22846,2017-11-01,DZA,53.26
22847,2017-12-01,DZA,54.24
22848,1990-01-01,ECU,243.75
22849,1990-02-01,ECU,334.47
22850,1990-03-01,ECU,335.78
22851,1990-04-01,ECU,342.54
22852,1990-05-01,ECU,249.18
22853,1990-06-01,ECU,198.63
22854,1990-07-01,ECU,138.84
22855,1990-08-01,ECU,93.49
22856,1990-09-01,ECU,106.26
22857,1990-10-01,ECU,134.97
22858,1990-11-01,ECU,116.89
22859,1990-12-01,ECU,208.33
22860,1991-01-01,ECU,234.5
22861,1991-02-01,ECU,384.8
22862,1991-03-01,ECU,345.66
22863,1991-04-01,ECU,338.5
22864,1991-05-01,ECU,269.35
22865,1991-06-01,ECU,182.45
22866,1991-07-01,ECU,156.74
22867,1991-08-01,ECU,117.5
22868,1991-09-01,ECU,127.23
22869,1991-10-01,ECU,183.93
22870,1991-11-01,ECU,191.16
22871,1991-12-01,ECU,241.22
22872,1992-01-01,ECU,366.62
22873,1992-02-01,ECU,402.03
22874,1992-03-01,ECU,721.44
22875,1992-04-01,ECU,601.82
22876,1992-05-01,ECU,448.07
22877,1992-06-01,ECU,207.53
22878,1992-07-01,ECU,148.94
22879,1992-08-01,ECU,106.86
22880,1992-09-01,ECU,141.53
22881,1992-10-01,ECU,137.59
22882,1992-11-01,ECU,117.93
22883,1992-12-01,ECU,158.56
22884,1993-01-01,ECU,297.94
22885,1993-02-01,ECU,547.92
22886,1993-03-01,ECU,448.36
22887,1993-04-01,ECU,405.81
22888,1993-05-01,ECU,315.31
22889,1993-06-01,ECU,197.77
22890,1993-07-01,ECU,163.8
22891,1993-08-01,ECU,116.38
22892,1993-09-01,ECU,177.32
22893,1993-10-01,ECU,157.8
22894,1993-11-01,ECU,138.17
22895,1993-12-01,ECU,233.01
22896,1994-01-01,ECU,427.1
22897,1994-02-01,ECU,391.03
22898,1994-03-01,ECU,394.62
22899,1994-04-01,ECU,378.17
22900,1994-05-01,ECU,296.47
22901,1994-06-01,ECU,180.4
22902,1994-07-01,ECU,122.45
22903,1994-08-01,ECU,111.47
22904,1994-09-01,ECU,123.69
22905,1994-10-01,ECU,142.61
22906,1994-11-01,ECU,163.5
22907,1994-12-01,ECU,317.28
22908,1995-01-01,ECU,440.82
22909,1995-02-01,ECU,328.53
22910,1995-03-01,ECU,260.49
22911,1995-04-01,ECU,342.06
22912,1995-05-01,ECU,335.2
22913,1995-06-01,ECU,234.42
22914,1995-07-01,ECU,259.02
22915,1995-08-01,ECU,164.99
22916,1995-09-01,ECU,196.05
22917,1995-10-01,ECU,227.7
22918,1995-11-01,ECU,225.44
22919,1995-12-01,ECU,207.75
22920,1996-01-01,ECU,355.62
22921,1996-02-01,ECU,409.76
22922,1996-03-01,ECU,379.68
22923,1996-04-01,ECU,292.5
22924,1996-05-01,ECU,254.68
22925,1996-06-01,ECU,201.52
22926,1996-07-01,ECU,148.57
22927,1996-08-01,ECU,124.77
22928,1996-09-01,ECU,114.45
22929,1996-10-01,ECU,136.23
22930,1996-11-01,ECU,87.25
22931,1996-12-01,ECU,166.64
22932,1997-01-01,ECU,296.88
22933,1997-02-01,ECU,420.47
22934,1997-03-01,ECU,462.32
22935,1997-04-01,ECU,438.99
22936,1997-05-01,ECU,456.16
22937,1997-06-01,ECU,318.2
22938,1997-07-01,ECU,411.32
22939,1997-08-01,ECU,401.85
22940,1997-09-01,ECU,408.16
22941,1997-10-01,ECU,416.58
22942,1997-11-01,ECU,550.44
22943,1997-12-01,ECU,829.0
22944,1998-01-01,ECU,730.03
22945,1998-02-01,ECU,724.04
22946,1998-03-01,ECU,760.35
22947,1998-04-01,ECU,711.71
22948,1998-05-01,ECU,603.81
22949,1998-06-01,ECU,422.23
22950,1998-07-01,ECU,377.82
22951,1998-08-01,ECU,243.55
22952,1998-09-01,ECU,220.24
22953,1998-10-01,ECU,145.45
22954,1998-11-01,ECU,195.23
22955,1998-12-01,ECU,162.82
22956,1999-01-01,ECU,307.11
22957,1999-02-01,ECU,525.92
22958,1999-03-01,ECU,424.72
22959,1999-04-01,ECU,419.99
22960,1999-05-01,ECU,387.72
22961,1999-06-01,ECU,254.76
22962,1999-07-01,ECU,217.59
22963,1999-08-01,ECU,145.14
22964,1999-09-01,ECU,269.33
22965,1999-10-01,ECU,223.06
22966,1999-11-01,ECU,192.4
22967,1999-12-01,ECU,263.83
22968,2000-01-01,ECU,248.98
22969,2000-02-01,ECU,365.49
22970,2000-03-01,ECU,384.63
22971,2000-04-01,ECU,378.57
22972,2000-05-01,ECU,345.88
22973,2000-06-01,ECU,260.83
22974,2000-07-01,ECU,187.28
22975,2000-08-01,ECU,183.65
